Dt,Rainfall,dbinRain,AvgDB,HDD55,HDD60,HDD65,CDD65,CDD70,CDD75
2000-01-01,0.005,1,65.44166666666668,0.0,0.0,0.0,0.4416666666666771,0.0,0.0
2000-01-02,0.00125,1,65.68869047619047,0.0,0.0,0.0,0.6886904761904731,0.0,0.0
2000-01-03,0.00125,1,65.79940476190478,0.0,0.0,0.0,0.7994047619047819,0.0,0.0
2000-01-04,0.00125,1,69.07738095238098,0.0,0.0,0.0,4.077380952380977,0.0,0.0
2000-01-05,0.0,0,58.308928571428574,0.0,1.6910714285714263,6.691071428571426,0.0,0.0,0.0
2000-01-06,0.0,0,63.183928571428574,0.0,0.0,1.8160714285714263,0.0,0.0,0.0
2000-01-07,0.01625,1,67.38392857142857,0.0,0.0,0.0,2.3839285714285694,0.0,0.0
2000-01-08,0.0,0,65.36071428571428,0.0,0.0,0.0,0.36071428571428044,0.0,0.0
2000-01-09,0.005,1,66.70357142857144,0.0,0.0,0.0,1.7035714285714363,0.0,0.0
2000-01-10,0.12125,1,69.67619047619047,0.0,0.0,0.0,4.67619047619047,0.0,0.0
2000-01-11,0.00125,1,64.73214285714285,0.0,0.0,0.267857142857153,0.0,0.0,0.0
2000-01-12,0.00125,1,58.233928571428606,0.0,1.7660714285713937,6.766071428571394,0.0,0.0,0.0
2000-01-13,0.00125,1,62.67857142857144,0.0,0.0,2.3214285714285623,0.0,0.0,0.0
2000-01-14,0.0625,1,57.789285714285704,0.0,2.210714285714296,7.210714285714296,0.0,0.0,0.0
2000-01-15,0.0,0,52.69861111111112,2.30138888888888,7.30138888888888,12.30138888888888,0.0,0.0,0.0
2000-01-16,0.0,0,55.86597222222221,0.0,4.1340277777777885,9.134027777777789,0.0,0.0,0.0
2000-01-17,0.0,0,57.529166666666676,0.0,2.4708333333333243,7.470833333333324,0.0,0.0,0.0
2000-01-18,0.0,0,60.86736111111111,0.0,0.0,4.132638888888891,0.0,0.0,0.0
2000-01-19,0.06285714285714286,1,64.84930555555557,0.0,0.0,0.1506944444444258,0.0,0.0,0.0
2000-01-20,0.005714285714285714,1,64.52499999999999,0.0,0.0,0.4750000000000085,0.0,0.0,0.0
2000-01-21,0.0,0,48.74236111111111,6.257638888888891,11.257638888888891,16.25763888888889,0.0,0.0,0.0
2000-01-22,0.0,0,51.265972222222224,3.7340277777777757,8.734027777777776,13.734027777777776,0.0,0.0,0.0
2000-01-23,0.0,0,63.624305555555544,0.0,0.0,1.3756944444444557,0.0,0.0,0.0
2000-01-24,0.6742857142857144,1,58.250694444444456,0.0,1.7493055555555443,6.749305555555544,0.0,0.0,0.0
2000-01-25,0.0,0,47.615277777777784,7.384722222222216,12.384722222222216,17.384722222222216,0.0,0.0,0.0
2000-01-26,0.0,0,42.01458333333334,12.985416666666659,17.98541666666666,22.98541666666666,0.0,0.0,0.0
2000-01-27,0.0,0,42.68888888888889,12.31111111111111,17.31111111111111,22.31111111111111,0.0,0.0,0.0
2000-01-28,0.0,0,52.35624999999999,2.6437500000000114,7.643750000000011,12.643750000000011,0.0,0.0,0.0
2000-01-29,0.002857142857142857,1,63.86180555555554,0.0,0.0,1.1381944444444585,0.0,0.0,0.0
2000-01-30,0.0014285714285714286,1,66.61180555555556,0.0,0.0,0.0,1.6118055555555628,0.0,0.0
2000-01-31,0.5457142857142857,1,52.14513888888889,2.854861111111113,7.854861111111113,12.854861111111113,0.0,0.0,0.0
2000-02-01,0.0014285714285714286,1,53.987500000000004,1.0124999999999957,6.012499999999996,11.012499999999996,0.0,0.0,0.0
2000-02-02,0.025714285714285714,1,56.4125,0.0,3.5874999999999986,8.587499999999999,0.0,0.0,0.0
2000-02-03,0.011428571428571427,1,57.06388888888889,0.0,2.93611111111111,7.93611111111111,0.0,0.0,0.0
2000-02-04,0.0,0,57.697916666666664,0.0,2.3020833333333357,7.302083333333336,0.0,0.0,0.0
2000-02-05,0.0,0,50.605555555555554,4.394444444444446,9.394444444444446,14.394444444444446,0.0,0.0,0.0
2000-02-06,0.0,0,49.197916666666664,5.802083333333336,10.802083333333336,15.802083333333336,0.0,0.0,0.0
2000-02-07,0.0,0,55.51111111111111,0.0,4.488888888888887,9.488888888888887,0.0,0.0,0.0
2000-02-08,0.0,0,57.50902777777778,0.0,2.4909722222222186,7.490972222222219,0.0,0.0,0.0
2000-02-09,0.0,0,56.9219246031746,0.0,3.0780753968253975,8.078075396825398,0.0,0.0,0.0
2000-02-10,0.0,0,56.887499999999996,0.0,3.1125000000000043,8.112500000000004,0.0,0.0,0.0
2000-02-11,0.0,0,59.88571428571428,0.0,0.11428571428572099,5.114285714285721,0.0,0.0,0.0
2000-02-12,0.0,0,63.96428571428572,0.0,0.0,1.0357142857142776,0.0,0.0,0.0
2000-02-13,0.0,0,65.6559523809524,0.0,0.0,0.0,0.6559523809523995,0.0,0.0
2000-02-14,0.395,1,69.10892857142858,0.0,0.0,0.0,4.108928571428578,0.0,0.0
2000-02-15,0.00875,1,67.7875,0.0,0.0,0.0,2.7874999999999943,0.0,0.0
2000-02-16,0.00125,1,66.7827380952381,0.0,0.0,0.0,1.782738095238102,0.0,0.0
2000-02-17,0.0,0,69.70238095238095,0.0,0.0,0.0,4.702380952380949,0.0,0.0
2000-02-18,0.0,0,69.97797619047618,0.0,0.0,0.0,4.977976190476184,0.0,0.0
2000-02-19,0.0,0,72.790625,0.0,0.0,0.0,7.790625000000006,2.7906250000000057,0.0
2000-02-20,0.0,0,68.81354166666668,0.0,0.0,0.0,3.81354166666668,0.0,0.0
2000-02-21,0.0,0,58.755729166666676,0.0,1.2442708333333243,6.244270833333324,0.0,0.0,0.0
2000-02-22,0.0,0,62.88125,0.0,0.0,2.1187499999999986,0.0,0.0,0.0
2000-02-23,0.003333333333333333,1,63.82864583333333,0.0,0.0,1.1713541666666671,0.0,0.0,0.0
2000-02-24,0.0,0,65.153125,0.0,0.0,0.0,0.15312500000000284,0.0,0.0
2000-02-25,0.0,0,67.29322916666665,0.0,0.0,0.0,2.2932291666666487,0.0,0.0
2000-02-26,0.0011111111111111111,1,68.48177083333333,0.0,0.0,0.0,3.4817708333333286,0.0,0.0
2000-02-27,0.0,0,69.74114583333333,0.0,0.0,0.0,4.741145833333334,0.0,0.0
2000-02-28,0.0,0,68.6531994047619,0.0,0.0,0.0,3.6531994047619065,0.0,0.0
2000-02-29,0.0,0,64.70119047619048,0.0,0.0,0.2988095238095241,0.0,0.0,0.0
2000-03-01,0.0,0,65.10625,0.0,0.0,0.0,0.10625000000000284,0.0,0.0
2000-03-02,0.0,0,67.92447916666667,0.0,0.0,0.0,2.9244791666666714,0.0,0.0
2000-03-03,0.001,1,69.23240740740741,0.0,0.0,0.0,4.232407407407408,0.0,0.0
2000-03-04,0.007000000000000001,1,69.30555555555554,0.0,0.0,0.0,4.305555555555543,0.0,0.0
2000-03-05,0.003,1,63.892129629629636,0.0,0.0,1.1078703703703638,0.0,0.0,0.0
2000-03-06,0.0,0,65.23194444444444,0.0,0.0,0.0,0.23194444444443718,0.0,0.0
2000-03-07,0.0,0,67.18842592592591,0.0,0.0,0.0,2.1884259259259125,0.0,0.0
2000-03-08,0.0,0,67.46342592592593,0.0,0.0,0.0,2.4634259259259323,0.0,0.0
2000-03-09,0.0,0,69.2162037037037,0.0,0.0,0.0,4.216203703703698,0.0,0.0
2000-03-10,0.0,0,70.38148148148152,0.0,0.0,0.0,5.381481481481515,0.38148148148151506,0.0
2000-03-11,0.097,1,69.89305555555553,0.0,0.0,0.0,4.893055555555534,0.0,0.0
2000-03-12,0.048,1,69.13425925925925,0.0,0.0,0.0,4.134259259259252,0.0,0.0
2000-03-13,0.0,0,61.40972222222222,0.0,0.0,3.5902777777777786,0.0,0.0,0.0
2000-03-14,0.001,1,65.27592592592593,0.0,0.0,0.0,0.27592592592593235,0.0,0.0
2000-03-15,0.0,0,68.50546296296297,0.0,0.0,0.0,3.505462962962966,0.0,0.0
2000-03-16,0.04181818181818182,1,73.49000000000001,0.0,0.0,0.0,8.490000000000009,3.490000000000009,0.0
2000-03-17,0.0018181818181818182,1,69.33500000000001,0.0,0.0,0.0,4.335000000000008,0.0,0.0
2000-03-18,0.002727272727272727,1,70.9425,0.0,0.0,0.0,5.9424999999999955,0.9424999999999955,0.0
2000-03-19,0.01909090909090909,1,69.41250000000001,0.0,0.0,0.0,4.4125000000000085,0.0,0.0
2000-03-20,0.006363636363636364,1,72.59333333333335,0.0,0.0,0.0,7.593333333333348,2.593333333333348,0.0
2000-03-21,0.002727272727272727,1,68.7575,0.0,0.0,0.0,3.757499999999993,0.0,0.0
2000-03-22,0.0,0,70.23916666666666,0.0,0.0,0.0,5.239166666666662,0.2391666666666623,0.0
2000-03-23,0.0009090909090909091,1,65.72916666666667,0.0,0.0,0.0,0.7291666666666714,0.0,0.0
2000-03-24,0.0,0,68.54458333333334,0.0,0.0,0.0,3.5445833333333354,0.0,0.0
2000-03-25,0.0,0,68.97458333333334,0.0,0.0,0.0,3.9745833333333422,0.0,0.0
2000-03-26,0.0009090909090909091,1,68.57083333333334,0.0,0.0,0.0,3.57083333333334,0.0,0.0
2000-03-27,0.23727272727272727,1,69.22833333333334,0.0,0.0,0.0,4.228333333333339,0.0,0.0
2000-03-28,0.002727272727272727,1,69.36625000000002,0.0,0.0,0.0,4.366250000000022,0.0,0.0
2000-03-29,0.0009090909090909091,1,70.25166666666667,0.0,0.0,0.0,5.251666666666665,0.25166666666666515,0.0
2000-03-30,0.0,0,75.49333333333331,0.0,0.0,0.0,10.493333333333311,5.493333333333311,0.493333333333311
2000-03-31,0.13090909090909092,1,77.19458333333334,0.0,0.0,0.0,12.194583333333341,7.194583333333341,2.194583333333341
2000-04-01,0.0,0,73.57045454545454,0.0,0.0,0.0,8.570454545454538,3.570454545454538,0.0
2000-04-02,0.0,0,74.86098484848485,0.0,0.0,0.0,9.860984848484847,4.860984848484847,0.0
2000-04-03,0.0,0,74.58219696969697,0.0,0.0,0.0,9.582196969696966,4.582196969696966,0.0
2000-04-04,0.0125,1,69.80454545454545,0.0,0.0,0.0,4.804545454545448,0.0,0.0
2000-04-05,0.0,0,59.15037878787879,0.0,0.8496212121212068,5.849621212121207,0.0,0.0,0.0
2000-04-06,0.0,0,61.570833333333304,0.0,0.0,3.4291666666666956,0.0,0.0,0.0
2000-04-07,0.0,0,66.43522727272729,0.0,0.0,0.0,1.435227272727289,0.0,0.0
2000-04-08,0.0016666666666666668,1,69.84734848484847,0.0,0.0,0.0,4.847348484848467,0.0,0.0
2000-04-09,0.0,0,58.90151515151515,0.0,1.0984848484848513,6.098484848484851,0.0,0.0,0.0
2000-04-10,0.0,0,63.226515151515166,0.0,0.0,1.7734848484848342,0.0,0.0,0.0
2000-04-11,0.0,0,69.11590909090908,0.0,0.0,0.0,4.115909090909085,0.0,0.0
2000-04-12,0.0,0,71.79166666666666,0.0,0.0,0.0,6.791666666666657,1.7916666666666572,0.0
2000-04-13,0.0,0,72.29015151515154,0.0,0.0,0.0,7.2901515151515355,2.2901515151515355,0.0
2000-04-14,0.8533333333333334,1,68.00265151515153,0.0,0.0,0.0,3.002651515151527,0.0,0.0
2000-04-15,0.19083333333333327,1,71.96666666666667,0.0,0.0,0.0,6.966666666666669,1.9666666666666686,0.0
2000-04-16,0.10333333333333335,1,72.5840909090909,0.0,0.0,0.0,7.584090909090904,2.5840909090909037,0.0
2000-04-17,0.004166666666666667,1,72.46363636363635,0.0,0.0,0.0,7.463636363636354,2.463636363636354,0.0
2000-04-18,0.0,0,71.37310606060605,0.0,0.0,0.0,6.373106060606048,1.3731060606060481,0.0
2000-04-19,0.0,0,71.37916666666666,0.0,0.0,0.0,6.379166666666663,1.3791666666666629,0.0
2000-04-20,0.0,0,73.04545454545456,0.0,0.0,0.0,8.045454545454561,3.045454545454561,0.0
2000-04-21,0.0,0,71.8401515151515,0.0,0.0,0.0,6.840151515151504,1.8401515151515042,0.0
2000-04-22,0.0,0,69.39280303030303,0.0,0.0,0.0,4.392803030303028,0.0,0.0
2000-04-23,0.0,0,68.93901515151515,0.0,0.0,0.0,3.93901515151515,0.0,0.0
2000-04-24,0.0,0,73.47689393939392,0.0,0.0,0.0,8.476893939393918,3.4768939393939178,0.0
2000-04-25,0.004166666666666667,1,76.33257575757574,0.0,0.0,0.0,11.33257575757574,6.332575757575739,1.3325757575757393
2000-04-26,0.0008333333333333334,1,67.57196969696969,0.0,0.0,0.0,2.5719696969696884,0.0,0.0
2000-04-27,0.0,0,67.96931818181818,0.0,0.0,0.0,2.9693181818181813,0.0,0.0
2000-04-28,0.0,0,69.14583333333334,0.0,0.0,0.0,4.145833333333343,0.0,0.0
2000-04-29,0.0,0,74.17045454545455,0.0,0.0,0.0,9.170454545454547,4.170454545454547,0.0
2000-04-30,0.0,0,70.73598484848485,0.0,0.0,0.0,5.735984848484847,0.735984848484847,0.0
2000-05-01,0.0,0,71.05666666666667,0.0,0.0,0.0,6.056666666666672,1.056666666666672,0.0
2000-05-02,0.0,0,73.74481060606061,0.0,0.0,0.0,8.74481060606061,3.744810606060611,0.0
2000-05-03,0.0,0,73.57840909090912,0.0,0.0,0.0,8.578409090909119,3.578409090909119,0.0
2000-05-04,0.0,0,73.77272727272727,0.0,0.0,0.0,8.772727272727266,3.7727272727272663,0.0
2000-05-05,0.0,0,73.5284090909091,0.0,0.0,0.0,8.528409090909093,3.5284090909090935,0.0
2000-05-06,0.0,0,73.91742424242425,0.0,0.0,0.0,8.917424242424246,3.9174242424242465,0.0
2000-05-07,0.0,0,75.4598484848485,0.0,0.0,0.0,10.459848484848493,5.459848484848493,0.45984848484849294
2000-05-08,0.0,0,75.68560606060605,0.0,0.0,0.0,10.685606060606048,5.685606060606048,0.6856060606060481
2000-05-09,0.3333333333333333,1,76.53674242424243,0.0,0.0,0.0,11.536742424242433,6.5367424242424335,1.5367424242424335
2000-05-10,0.0825,1,76.36742424242424,0.0,0.0,0.0,11.367424242424235,6.367424242424235,1.367424242424235
2000-05-11,0.0,0,79.28787878787878,0.0,0.0,0.0,14.287878787878782,9.287878787878782,4.287878787878782
2000-05-12,0.0,0,80.7465909090909,0.0,0.0,0.0,15.746590909090898,10.746590909090898,5.746590909090898
2000-05-13,0.0,0,81.1814393939394,0.0,0.0,0.0,16.1814393939394,11.1814393939394,6.1814393939393995
2000-05-14,0.03916666666666667,1,79.99318181818181,0.0,0.0,0.0,14.99318181818181,9.99318181818181,4.99318181818181
2000-05-15,0.1725,1,79.62878787878789,0.0,0.0,0.0,14.62878787878789,9.62878787878789,4.6287878787878896
2000-05-16,0.0008333333333333334,1,77.6814393939394,0.0,0.0,0.0,12.6814393939394,7.6814393939393995,2.6814393939393995
2000-05-17,0.0,0,76.81363636363638,0.0,0.0,0.0,11.813636363636377,6.813636363636377,1.8136363636363768
2000-05-18,0.0,0,77.33901515151514,0.0,0.0,0.0,12.339015151515142,7.339015151515142,2.3390151515151416
2000-05-19,0.0,0,78.78825757575757,0.0,0.0,0.0,13.78825757575757,8.78825757575757,3.7882575757575694
2000-05-20,0.0,0,78.44810606060607,0.0,0.0,0.0,13.448106060606065,8.448106060606065,3.448106060606065
2000-05-21,0.0,0,78.67083333333333,0.0,0.0,0.0,13.670833333333334,8.670833333333334,3.6708333333333343
2000-05-22,0.0,0,79.00871212121213,0.0,0.0,0.0,14.008712121212127,9.008712121212127,4.0087121212121275
2000-05-23,0.0,0,80.0814393939394,0.0,0.0,0.0,15.081439393939405,10.081439393939405,5.081439393939405
2000-05-24,0.0,0,80.82727272727276,0.0,0.0,0.0,15.827272727272756,10.827272727272756,5.8272727272727565
2000-05-25,0.0,0,81.84280303030303,0.0,0.0,0.0,16.84280303030303,11.842803030303031,6.842803030303031
2000-05-26,0.0225,1,82.60984848484848,0.0,0.0,0.0,17.609848484848484,12.609848484848484,7.609848484848484
2000-05-27,0.0,0,83.96401515151514,0.0,0.0,0.0,18.96401515151514,13.964015151515142,8.964015151515142
2000-05-28,0.0,0,83.35265151515152,0.0,0.0,0.0,18.35265151515152,13.352651515151521,8.352651515151521
2000-05-29,0.0008333333333333334,1,81.89431818181818,0.0,0.0,0.0,16.89431818181818,11.894318181818178,6.8943181818181785
2000-05-30,0.0,0,78.70492424242424,0.0,0.0,0.0,13.70492424242424,8.70492424242424,3.704924242424241
2000-05-31,0.0,0,78.32083333333334,0.0,0.0,0.0,13.32083333333334,8.32083333333334,3.32083333333334
2000-06-01,0.0,0,79.97727272727272,0.0,0.0,0.0,14.97727272727272,9.97727272727272,4.9772727272727195
2000-06-02,0.0,0,81.3689393939394,0.0,0.0,0.0,16.3689393939394,11.3689393939394,6.3689393939393995
2000-06-03,0.0,0,82.8814393939394,0.0,0.0,0.0,17.881439393939402,12.881439393939402,7.881439393939402
2000-06-04,0.0,0,84.55757575757579,0.0,0.0,0.0,19.55757575757579,14.55757575757579,9.55757575757579
2000-06-05,0.0,0,82.8409090909091,0.0,0.0,0.0,17.840909090909093,12.840909090909093,7.8409090909090935
2000-06-06,0.0,0,82.36249999999998,0.0,0.0,0.0,17.362499999999983,12.362499999999983,7.362499999999983
2000-06-07,0.325,1,79.1159090909091,0.0,0.0,0.0,14.1159090909091,9.1159090909091,4.115909090909099
2000-06-08,0.0008333333333333334,1,80.3503787878788,0.0,0.0,0.0,15.350378787878796,10.350378787878796,5.350378787878796
2000-06-09,0.0,0,79.07310606060607,0.0,0.0,0.0,14.073106060606065,9.073106060606065,4.073106060606065
2000-06-10,0.0,0,77.42424242424242,0.0,0.0,0.0,12.424242424242422,7.424242424242422,2.424242424242422
2000-06-11,0.42916666666666664,1,75.84696969696968,0.0,0.0,0.0,10.84696969696968,5.84696969696968,0.8469696969696798
2000-06-12,0.03166666666666667,1,79.26742424242424,0.0,0.0,0.0,14.26742424242424,9.26742424242424,4.267424242424241
2000-06-13,0.04416666666666666,1,80.63257575757576,0.0,0.0,0.0,15.632575757575765,10.632575757575765,5.632575757575765
2000-06-14,0.008333333333333333,1,82.63409090909092,0.0,0.0,0.0,17.634090909090915,12.634090909090915,7.634090909090915
2000-06-15,0.0,0,83.44848484848484,0.0,0.0,0.0,18.44848484848484,13.448484848484838,8.448484848484838
2000-06-16,0.024166666666666666,1,83.41515151515152,0.0,0.0,0.0,18.41515151515152,13.415151515151521,8.415151515151521
