ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2000-03-15,308.9876972713846,157.14068508035496,383.35030936958583,308.9876972713846,308.9876972713846,-37.3013329591023,-37.3013329591023,-37.3013329591023,9.378677292948822,9.378677292948822,9.378677292948822,-46.68001025205111,-46.68001025205111,-46.68001025205111,0.0,0.0,0.0,271.6863643122823
2000-03-16,308.9894362615385,164.8381545966525,381.2007970186854,308.9894362615385,308.9894362615385,-38.50398889514876,-38.50398889514876,-38.50398889514876,7.88681387999672,7.88681387999672,7.88681387999672,-46.39080277514548,-46.39080277514548,-46.39080277514548,0.0,0.0,0.0,270.48544736638974
2000-03-17,308.99117525169237,152.8490286925608,374.5391776048796,308.99117525169237,308.99117525169237,-44.72989978550634,-44.72989978550634,-44.72989978550634,1.270021901134405,1.270021901134405,1.270021901134405,-45.99992168664075,-45.99992168664075,-45.99992168664075,0.0,0.0,0.0,264.261275466186
2000-03-18,308.99291424184617,131.50259573162896,358.8723753046429,308.99291424184617,308.99291424184617,-60.76535959554063,-60.76535959554063,-60.76535959554063,-15.251636237309835,-15.251636237309835,-15.251636237309835,-45.51372335823079,-45.51372335823079,-45.51372335823079,0.0,0.0,0.0,248.22755464630552
2000-03-19,308.994653232,134.53562825925462,354.5806108262054,308.994653232,308.994653232,-62.014928349947134,-62.014928349947134,-62.014928349947134,-17.074125446491408,-17.074125446491408,-17.074125446491408,-44.94080290345572,-44.94080290345572,-44.94080290345572,0.0,0.0,0.0,246.9797248820529
2000-03-20,308.9963922221539,164.0993464614845,379.1377207344525,308.9963922221539,308.9963922221539,-39.21526094830607,-39.21526094830607,-39.21526094830607,5.07643359491132,5.07643359491132,5.07643359491132,-44.29169454321739,-44.29169454321739,-44.29169454321739,0.0,0.0,0.0,269.7811312738478
2000-03-21,308.9981312123077,161.33491317989487,384.0715732078347,308.9981312123077,308.9981312123077,-34.864699455172854,-34.864699455172854,-34.864699455172854,8.713815014828027,8.713815014828027,8.713815014828027,-43.578514470000876,-43.578514470000876,-43.578514470000876,0.0,0.0,0.0,274.1334317571349
2000-03-22,308.9998702024616,157.00027875172384,386.3452073669688,308.9998702024616,308.9998702024616,-33.43588007238789,-33.43588007238789,-33.43588007238789,9.378677292952869,9.378677292952869,9.378677292952869,-42.81455736534076,-42.81455736534076,-42.81455736534076,0.0,0.0,0.0,275.5639901300737
2000-03-23,309.00160919261543,164.40131498005215,385.9082174056734,309.00160919261543,309.00160919261543,-34.12704516688212,-34.12704516688212,-34.12704516688212,7.886813879999796,7.886813879999796,7.886813879999796,-42.01385904688192,-42.01385904688192,-42.01385904688192,0.0,0.0,0.0,274.8745640257333
2000-03-24,309.00334818276923,168.95871540370717,384.03869182541695,309.00334818276923,309.00334818276923,-39.920716765471,-39.920716765471,-39.920716765471,1.2700219011193594,1.2700219011193594,1.2700219011193594,-41.190738666590356,-41.190738666590356,-41.190738666590356,0.0,0.0,0.0,269.0826314172982
