ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2000-02-26,308.77458606276923,141.22864990780897,357.50196431331506,308.77458606276923,308.77458606276923,-56.31183099203383,-56.31183099203383,-56.31183099203383,-15.249494317834708,-15.249494317834708,-15.249494317834708,-41.06233667419913,-41.06233667419913,-41.06233667419913,0.0,0.0,0.0,252.4627550707354
2000-02-27,308.78051545674725,138.8063344501404,355.48736182580205,308.78051545674725,308.78051545674725,-58.35113700739956,-58.35113700739956,-58.35113700739956,-17.073391379028127,-17.073391379028127,-17.073391379028127,-41.27774562837143,-41.27774562837143,-41.27774562837143,0.0,0.0,0.0,250.4293784493477
2000-02-28,308.7864448507253,168.369635071935,384.4789473402827,308.7864448507253,308.7864448507253,-36.495713619190376,-36.495713619190376,-36.495713619190376,5.0760462826331345,5.0760462826331345,5.0760462826331345,-41.57175990182352,-41.57175990182352,-41.57175990182352,0.0,0.0,0.0,272.2907312315349
2000-02-29,308.7923742447033,170.05398440940883,383.67756874789836,308.7923742447033,308.7923742447033,-33.223675707883906,-33.223675707883906,-33.223675707883906,8.713194775247604,8.713194775247604,8.713194775247604,-41.936870483131514,-41.936870483131514,-41.936870483131514,0.0,0.0,0.0,275.5686985368194
2000-03-01,308.7983036386813,168.78868604549527,386.3907014430702,308.7983036386813,308.7983036386813,-32.98508148395074,-32.98508148395074,-32.98508148395074,9.37797062816583,9.37797062816583,9.37797062816583,-42.36305211211657,-42.36305211211657,-42.36305211211657,0.0,0.0,0.0,275.81322215473057
2000-03-02,308.80423303265934,161.34450535071565,380.62979991738206,308.80423303265934,308.80423303265934,-34.951988797581286,-34.951988797581286,-34.951988797581286,7.886106360010614,7.886106360010614,7.886106360010614,-42.838095157591894,-42.838095157591894,-42.838095157591894,0.0,0.0,0.0,273.85224423507805
2000-03-03,308.81016242663736,164.53940957516767,375.77348005133047,308.81016242663736,308.81016242663736,-42.07843032760619,-42.07843032760619,-42.07843032760619,1.2695676507974787,1.2695676507974787,1.2695676507974787,-43.34799797840366,-43.34799797840366,-43.34799797840366,0.0,0.0,0.0,266.73173209903115
2000-03-04,308.8160918206154,140.88652944723154,362.17130469672577,308.8160918206154,308.8160918206154,-59.12690178932504,-59.12690178932504,-59.12690178932504,-15.24949431784771,-15.24949431784771,-15.24949431784771,-43.87740747147732,-43.87740747147732,-43.87740747147732,0.0,0.0,0.0,249.68919003129034
2000-03-05,308.8220212145934,138.77457033846304,359.9536747705905,308.8220212145934,308.8220212145934,-61.48348559368571,-61.48348559368571,-61.48348559368571,-17.073391379043688,-17.073391379043688,-17.073391379043688,-44.410094214642015,-44.410094214642015,-44.410094214642015,0.0,0.0,0.0,247.3385356209077
2000-03-06,308.8279506085714,161.18478866961556,381.73894211890376,308.8279506085714,308.8279506085714,-39.853401441586506,-39.853401441586506,-39.853401441586506,5.076046282612185,5.076046282612185,5.076046282612185,-44.92944772419869,-44.92944772419869,-44.92944772419869,0.0,0.0,0.0,268.9745491669849
2000-03-07,308.83388000254945,157.1346938327431,377.8695680689231,308.83388000254945,308.83388000254945,-36.70578211489312,-36.70578211489312,-36.70578211489312,8.713194775247537,8.713194775247537,8.713194775247537,-45.418976890140655,-45.418976890140655,-45.418976890140655,0.0,0.0,0.0,272.12809788765634
2000-03-08,308.83980939652747,158.5387411091126,376.29893128919934,308.83980939652747,308.83980939652747,-36.484830008250256,-36.484830008250256,-36.484830008250256,9.377970628162856,9.377970628162856,9.377970628162856,-45.86280063641311,-45.86280063641311,-45.86280063641311,0.0,0.0,0.0,272.35497938827723
2000-03-09,308.8457387905055,168.18689223744678,377.33162400248364,308.8457387905055,308.8457387905055,-38.36000791671762,-38.36000791671762,-38.36000791671762,7.886106360000432,7.886106360000432,7.886106360000432,-46.24611427671805,-46.24611427671805,-46.24611427671805,0.0,0.0,0.0,270.4857308737879
2000-03-10,308.8516681844835,147.98011760456387,383.8624927505194,308.8516681844835,308.8516681844835,-45.28605023214293,-45.28605023214293,-45.28605023214293,1.2695676507898086,1.2695676507898086,1.2695676507898086,-46.55561788293274,-46.55561788293274,-46.55561788293274,0.0,0.0,0.0,263.5656179523406
2000-03-11,308.85759757846154,130.31667002237901,355.2688807728291,308.85759757846154,308.85759757846154,-62.029388543496914,-62.029388543496914,-62.029388543496914,-15.24949431782824,-15.24949431782824,-15.24949431782824,-46.77989422566868,-46.77989422566868,-46.77989422566868,0.0,0.0,0.0,246.82820903496463
2000-03-12,308.86352697243956,131.9482870778291,363.144073080741,308.86352697243956,308.86352697243956,-63.98311682469835,-63.98311682469835,-63.98311682469835,-17.07339137903548,-17.07339137903548,-17.07339137903548,-46.90972544566287,-46.90972544566287,-46.90972544566287,0.0,0.0,0.0,244.8804101477412
2000-03-13,308.8694563664176,155.78846741504535,380.2976418543953,308.8694563664176,308.8694563664176,-41.86229323895283,-41.86229323895283,-41.86229323895283,5.076046282625332,5.076046282625332,5.076046282625332,-46.93833952157816,-46.93833952157816,-46.93833952157816,0.0,0.0,0.0,267.00716312746476
2000-03-14,308.8753857603956,150.2213910806046,376.92032393735553,308.8753857603956,308.8753857603956,-38.14838498112692,-38.14838498112692,-38.14838498112692,8.713194775245862,8.713194775245862,8.713194775245862,-46.86157975637278,-46.86157975637278,-46.86157975637278,0.0,0.0,0.0,270.7270007792687
2000-03-15,308.8813151543736,162.79275007381224,380.73433097204605,308.8813151543736,308.8813151543736,-37.300022217720624,-37.300022217720624,-37.300022217720624,9.377970628164455,9.377970628164455,9.377970628164455,-46.67799284588507,-46.67799284588507,-46.67799284588507,0.0,0.0,0.0,271.58129293665297
2000-03-16,308.88724454835165,163.24738195229844,381.5584068915803,308.88724454835165,308.88724454835165,-38.502727189745414,-38.502727189745414,-38.502727189745414,7.8861063599967185,7.8861063599967185,7.8861063599967185,-46.38883354974213,-46.38883354974213,-46.38883354974213,0.0,0.0,0.0,270.3845173586062
2000-03-17,308.89317394232967,147.90127213196234,369.20971795841365,308.89317394232967,308.89317394232967,-44.728418832502065,-44.728418832502065,-44.728418832502065,1.269567650806946,1.269567650806946,1.269567650806946,-45.99798648330902,-45.99798648330902,-45.99798648330902,0.0,0.0,0.0,264.1647551098276
2000-03-18,308.8991033363077,141.95089116449856,359.4014807511834,308.8991033363077,308.8991033363077,-60.76130233427134,-60.76130233427134,-60.76130233427134,-15.249494317802109,-15.249494317802109,-15.249494317802109,-45.511808016469224,-45.511808016469224,-45.511808016469224,0.0,0.0,0.0,248.13780100203635
