Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2009-06-01,6.9876,113.91428,321.12636,,,2.81901759814485,2495.7151,1575.9137,4071.6287,117.23386,,79.31405,204.43471,3730.7859,9737.1064,,,,3526.9365,167978.42,2.609934384066371
1980,80Q2,2009-06-01,7.09879,115.24792,324.0753100000001,,,2.811984025394993,1946.5386,1324.3649,3270.9033,118.03359,,82.05959,205.61385,3780.4336,9840.5,,,,3552.0222,135945.39,2.603008289842732
1980,80Q3,2009-06-01,7.25138,116.42616,326.67465,,,2.805852653733491,2976.9888,1850.4351,4827.4238,119.30056,,83.54187,207.87753,3823.9795,9937.9004,,,,3596.3574,198850.41,2.598837258411035
1980,80Q4,2009-06-01,7.47957,117.47243,328.97124,,,2.800412318022195,2844.7578,1849.2864,4694.0439,121.95583,,85.70009,211.95644,3862.1604,10028.888,,,,3643.218,194213.8,2.596704165886015
1981,81Q1,2009-06-01,7.68399,118.42782,331.04642,,,2.795343357667143,1922.5325,1370.7137,3293.2461,124.20414,,88.13989,215.62866,3896.4551,10113.749,,,,3690.041,176586.59,2.595628267344849
1981,81Q2,2009-06-01,7.86075,119.33419,332.98153,,,2.790327985634292,1756.5583,1294.8639,3051.4224,125.97142,,90.04692,217.32343,3928.3428,10192.77,,,,3740.083,164176.8,2.594674273334802
1981,81Q3,2009-06-01,7.91044,120.22549,334.8421000000001,,,2.785117365710051,1397.8701,1042.9342,2440.8044,125.14056,,92.11929,217.89958,3959.1042,10266.474,,,,3760.2625,131484.84,2.593130536953284
1981,81Q4,2009-06-01,7.98435,121.10176,336.6301300000001,,,2.779729460579269,1171.0389,907.48828,2078.5273,124.58022,,93.96341,218.13615,3989.2295,10336.338,,,,3768.1467,112403.77,2.591061256315286
1982,82Q1,2009-06-01,8.00928,121.95441,338.33173,,,2.774247606134129,1023.5685,985.33447,2008.9031,123.08456,,95.09257,218.23219,4019.0098,10404.078,,,,3767.8088,86360.461,2.588716753066887
1982,82Q2,2009-06-01,7.95263,122.77481,339.93309,,,2.768752727045556,1097.2175,1127.3411,2224.5586,120.38053,,95.98862,219.51273,4048.7371,10471.41,,,,3762.95,95435.938,2.586339824336828
1982,82Q3,2009-06-01,7.85593,123.56074,341.43627,,,2.763307099002483,1212.1998,1218.8177,2431.0176,118.10991,,97.59468,221.06674,4078.6543,10539.719,,,,3760.2434,104364.14,2.584116775967014
1982,82Q4,2009-06-01,7.79883,124.33593,342.90743,,,2.757911007703083,1615.0139,1376.5061,2991.52,117.99362,,97.99233,224.14914,4108.8096,10609.071,,,,3770.2891,129091.47,2.582030328200168
1983,83Q1,2009-06-01,7.73233,125.13082,344.42866,,,2.752548572765686,1864.6108,1540.3792,3404.99,117.54923,,98.19134,225.25443,4139.2021,10679.202,,,,3796.7952,169246.05,2.580014636154151
1983,83Q2,2009-06-01,7.80634,125.97604,346.08213,,,2.747205976628572,2098.0542,1804.396,3902.4502,119.29141,,99.24074,232.23946,4169.8315,10749.85,,,,3868.6621,193976.14,2.578005849876668
1983,83Q3,2009-06-01,7.94151,126.89524,347.93038,,,2.741871011079691,2026.8468,1960.7883,3987.635,122.03149,,100.16713,235.96234,4200.7222,10820.867,,,,3946.8552,198221.47,2.575953963344684
1983,83Q4,2009-06-01,7.98778,127.88351,349.95819,,,2.736538823496478,2066.488,1846.4369,3912.9248,123.79625,,101.15372,241.61922,4231.9956,10892.587,,,,4025.3948,194500.34,2.573865388706926
1984,84Q1,2009-06-01,8.04277,128.92876,352.13078,,,2.731204271258018,2206.4702,1443.0043,3649.4744,125.53709,,102.28239,246.36443,4263.7988,10965.458,,,,4109.604,222818.58,2.571757841856891
1984,84Q2,2009-06-01,8.10618,130.01878,354.41333,,,2.725862602310221,2014.5107,1487.2571,3501.7678,127.45168,,103.24515,251.87709,4296.2793,11039.93,,,,4179.6641,216061.08,2.569649044930575
1984,84Q3,2009-06-01,8.13407,131.14041,356.76879,,,2.720509948077789,1831.7598,1239.0819,3070.8418,128.49937,,104.04827,256.36798,4329.5181,11116.27,,,,4244.4331,188037.84,2.56755364990852
1984,84Q4,2009-06-01,8.15766,132.27647,359.15087,,,2.715153118313484,1823.2598,1306.6572,3129.917,129.36089,,104.91111,259.3317,4363.3389,11194.014,,,,4299.6685,192618.45,2.565469759866693
1985,85Q1,2009-06-01,8.27951,133.40869,361.51075,,,2.709799114285584,2052.676,994.88031,3047.5564,131.67171,,105.57391,261.41071,4397.4985,11272.513,,,,4348.2832,196391.16,2.563392119406067
1985,85Q2,2009-06-01,8.32087,134.51865,363.79995,,,2.704457337328318,1996.9086,1048.781,3045.6895,132.7523,,106.50726,265.79367,4431.7554,11351.12,,,,4395.2891,198528.66,2.56131464295164
1985,85Q3,2009-06-01,8.33576,135.59241,365.98196,,,2.699133085694103,2086.9946,1142.8789,3229.8735,133.13373,,107.23833,268.63525,4465.9492,11429.403,,,,4434.2856,211804.92,2.559232648683062
1985,85Q4,2009-06-01,8.43714,136.63461,368.06974,,,2.693825085752431,2083.4197,1057.46,3140.8796,134.69891,,108.0638,271.77719,4500.2476,11507.797,,,,4478.6377,203735.28,2.557147522282996
1986,86Q1,2009-06-01,8.34927,137.65456,370.08836,,,2.68852960628402,2051.51,817.15259,2868.6626,133.23347,,108.4097,273.95874,4534.8984,11586.949,,,,4526.3301,199762.69,2.555062534587324
1986,86Q2,2009-06-01,8.35973,138.66159,372.0629500000001,,,2.683244509167968,2202.6389,754.24005,2956.8789,133.34462,,107.9758,275.05792,4570.1519,11667.51,,,,4572.5396,200273.16,2.552980788231569
1986,86Q3,2009-06-01,8.42488,139.66568,374.02003,,,2.677966627162808,2144.3083,695.59271,2839.9011,134.67603,,108.38432,278.12839,4606.1396,11749.822,,,,4628.5767,190507.02,2.550904449357114
1986,86Q4,2009-06-01,8.4782,140.67906,375.99137,,,2.672688955982504,2161.5425,697.01447,2858.5569,136.25122,,109.07671,283.35452,4642.5293,11833.011,,,,4686.5542,191557.11,2.548828501739343
1987,87Q1,2009-06-01,8.55315,141.71465,378.01016,,,2.6674035464929,2621.7834,858.09308,3479.8765,138.28056,,110.29751,288.09186,4678.8706,11915.891,,,,4752.2632,196409.98,2.546745148284289
1987,87Q2,2009-06-01,8.65998,142.78549,380.1095799999999,,,2.662102290645919,2363.0598,794.81641,3157.8762,140.75616,,111.34966,291.8233,4714.7139,11997.28,,,,4823.9023,178810.41,2.544646452460244
1987,87Q3,2009-06-01,8.71721,143.8996,382.31005,,,2.656783271114027,2297.8032,796.35974,3094.1631,142.52225,,112.40439,296.44165,4749.7349,12076.343,,,,4889.9009,175829.23,2.542529899931889
1987,87Q4,2009-06-01,8.67743,145.0442,384.58117,,,2.651475688100593,2213.3533,702.7309,2916.0842,142.85202,,113.3225,304.58603,4784.1099,12153.623,,,,4943.5757,164006.36,2.54041467567457
1988,88Q1,2009-06-01,8.76252,146.20097,386.8796299999999,,,2.646217942329657,2434.0969,1854.6594,4288.7563,145.58751,,113.90882,304.51788,4818.1401,12230.012,,,,4987.0254,167960.3,2.538326355433293
1988,88Q2,2009-06-01,8.84386,147.35143,389.1623499999999,,,2.641049021376989,2351.8872,1936.6304,4288.5176,147.99309,,115.04534,309.94809,4852.1274,12306.4,,,,5037.9106,168089.78,2.536289545901041
1988,88Q3,2009-06-01,8.96084,148.48433,391.40115,,,2.635976132969721,2433.0459,851.77783,3284.8237,150.05962,,116.34035,315.30975,4886.459,12383.803,,,,5094.9961,171326.84,2.534310223415361
1988,88Q4,2009-06-01,9.08011,149.61871,393.6279499999999,,,2.630873839241095,2672.9692,528.93201,3201.9014,151.24834,,117.52127,319.27856,4921.8667,12463.732,,,,5164.2446,175011.06,2.532318073547177
1989,89Q1,2009-06-01,9.24589,150.78168,395.88981,,,2.625582962068071,2351.9949,355.69846,2707.6934,153.85283,,118.57314,321.07181,4959.1699,12547.826,,,,5208.3149,177458.88,2.530227084980492
1989,89Q2,2009-06-01,9.36676,152.00075,398.23372,,,2.619945756846594,2389.7041,501.34912,2891.0532,155.198,,120.37582,321.43765,4999.186,12637.72,,,,5243.8169,174287.39,2.527955551163729
1989,89Q3,2009-06-01,9.44201,153.28667,400.6814,,,2.613935053843886,2290.3396,1542.6741,3833.0137,155.92299,,121.23726,323.55902,5042.2646,12734.195,,,,5289.4272,148671.34,2.525491224716767
1989,89Q4,2009-06-01,9.48746,154.58003,403.15385,,,2.608059074642436,2927.9617,1032.2783,3960.24,156.38736,,122.19569,327.25632,5086.8789,12834.614,,,,5321.8384,159522.39,2.523082277425555
1990,90Q1,2009-06-01,9.51577,155.80226,405.54677,,,2.60295819842408,2155.762,620.50568,2776.2676,152.36667,181.9787,124.36469,328.78244,5131.0308,12935.482,,,,5368.8003,154517.47,2.52102988740586
1990,90Q2,2009-06-01,9.44768,156.87308,407.7560099999999,,,2.599273310627929,2002.6567,412.38242,2415.0393,150.93333,178.89708,125.50322,329.5433,5172.7246,13033.308,,,,5384.2334,128435.89,2.519621477625158
1990,90Q3,2009-06-01,9.48294,157.73909,409.71576,,,2.597426928226859,1959.5737,131.59518,2091.1689,151.23334,182.56232,127.51054,330.08377,5210.4453,13125.306,,,,5377.7002,117456.24,2.519037288425233
1990,90Q4,2009-06-01,9.41602,158.45929,411.51446,,,2.596972761899918,1834.0071,2023.5167,3857.5237,149.56667,180.94928,129.5267,329.5657,5244.6064,13211.539,,,,5355.9331,104978.38,2.519071593246731
1991,91Q1,2009-06-01,9.35937,159.12189,413.27888,,,2.597247179504969,1852.0127,95.33089,1947.3436,148.0,180.66132,130.44305,329.2077,5276.1045,13292.778,,,,5305.2666,91423.758,2.519430386566452
1991,91Q2,2009-06-01,9.34674,159.8159,415.136,,,2.597588850671304,2154.6458,265.27127,2419.917,146.93333,179.91582,131.07759,331.01199,5305.8345,13369.798,,,,5275.7998,101065.09,2.51982944435979
1991,91Q3,2009-06-01,9.30708,160.60472,417.16801,,,2.59748287597027,1869.6761,1897.9408,3767.6169,145.60001,179.52783,131.95792,330.57901,5334.5649,13443.36,,,,5278.2998,92999.477,2.520048073648893
1991,91Q4,2009-06-01,9.32527,161.44698,419.27853,,,2.597004477878744,2087.6663,133.45694,2221.123,144.96667,179.64998,132.83922,331.80194,5362.5513,13514.193,,,,5275.0664,95743.68,2.520105122350997
1992,92Q1,2009-06-01,9.33426,162.2749,421.32653,,,2.59637522500399,1797.6443,89.9996,1887.6439,144.3,177.66522,133.58563,333.20282,5389.9219,13583.018,,,,5304.3335,101673.05,2.520076960669875
1992,92Q2,2009-06-01,9.40075,163.02039,423.17099,,,2.595816327025104,2476.3213,53.05204,2529.3735,144.3,177.86182,134.68816,335.95398,5416.8042,13650.553,,,,5322.3999,96647.867,2.520038106601675
1992,92Q3,2009-06-01,9.39854,163.63986,424.7260200000001,,,2.595492442978136,2378.8638,114.5909,2493.4546,144.3,177.20869,135.46898,341.19,5443.3901,13717.596,,,,5350.6001,99945.406,2.520046468835662
1992,92Q4,2009-06-01,9.45136,164.18845,426.12646,,,2.595349794702368,2379.1716,106.35748,2485.5293,145.73334,178.24913,136.38939,355.59921,5470.1294,13785.257,,,,5413.8999,109821.69,2.520097056570545
1993,93Q1,2009-06-01,9.5,164.74617,427.56245,,,2.595280060228411,2230.7361,50.25821,2280.9944,147.46667,181.37822,137.56752,342.6088,5497.5352,13854.724,,,,5475.2993,104277.99,2.520170130061195
1993,93Q2,2009-06-01,9.47583,165.39299,429.22398,,,2.595176373557307,2433.0669,69.93562,2503.0024,147.66667,181.10356,138.7666,353.10458,5526.1211,13927.185,,,,5545.6001,112026.91,2.520246072783312
1993,93Q3,2009-06-01,9.46503,166.18672,431.2472899999999,,,2.594956383999876,2499.9158,21.69895,2521.6147,147.89999,179.78485,139.58403,354.91183,5556.1978,14003.338,,,,5585.1665,114551.23,2.520309482142626
1993,93Q4,2009-06-01,9.56224,167.09589,433.55316,,,2.594636887837277,3184.2815,130.10724,3314.3887,149.36667,181.56465,140.55826,362.11581,5587.2646,14081.93,,,,5637.2329,129555.87,2.520362110647131
1994,94Q1,2009-06-01,9.68603,168.06667,436.00844,,,2.59425881407658,2946.741,66.95653,3013.6975,151.7,180.41875,141.3549,358.3158,5618.6182,14161.213,,,,5695.4331,130594.16,2.520408487624235
1994,94Q2,2009-06-01,9.84176,169.0452,438.48001,,,2.593862529075064,2423.6021,135.31241,2558.9146,154.13333,182.56685,142.26637,369.65521,5649.5552,14239.444,,,,5764.7329,121684.11,2.520453999635228
1994,94Q3,2009-06-01,10.02117,169.98608,440.85538,,,2.593479301363971,2677.3911,116.86356,2794.2546,157.13333,186.28447,143.51082,369.84479,5679.5659,14315.362,,,,5819.6001,132223.14,2.520502843359913
1994,94Q4,2009-06-01,9.9908,170.87823,443.10407,,,2.593098430385193,2240.2651,124.86753,2365.1328,157.03333,185.29491,144.21301,371.76187,5708.917,14389.638,,,,5874.0,129906.6,2.520554774224253
1995,95Q1,2009-06-01,9.96865,171.71909,445.21626,,,2.592701021185239,2223.3767,210.11156,2433.4883,157.46666,184.53223,145.54573,375.38916,5738.0688,14463.424,,,,5920.8999,124168.27,2.520608327317372
1995,95Q2,2009-06-01,9.98991,172.50612,447.18201,,,2.592267509117938,2025.2902,173.86752,2199.1577,158.16666,184.6642,146.55237,377.11383,5767.4829,14537.875,,,,5960.6997,117954.39,2.520662003176464
1995,95Q3,2009-06-01,10.03686,173.24303,449.0090200000001,,,2.591786924992019,2033.5599,219.02658,2252.5864,158.36667,185.38953,147.46918,380.74045,5797.5439,14613.956,,,,6000.0,120902.16,2.520715022097547
1995,95Q4,2009-06-01,10.21142,173.95856,450.77576,,,2.591282429562535,2461.7732,112.99441,2574.7676,159.60001,185.68468,148.46298,386.44437,5828.3369,14691.881,,,,6058.4668,128587.17,2.520767287834716
1996,96Q1,2009-06-01,10.34966,174.68768,452.5780599999999,,,2.590784078190288,2398.4368,69.91964,2468.3564,160.7,186.74495,149.66994,391.69388,5859.8706,14771.674,,,,6102.2671,123438.36,2.520819145733355
1996,96Q2,2009-06-01,10.47555,175.46539,454.51199,,,2.590322741140004,2389.1213,80.89445,2470.0159,161.2,187.96489,151.14001,397.31665,5892.1548,14853.36,,,,6137.1001,123476.41,2.520870632930418
1996,96Q3,2009-06-01,10.55998,176.31534,456.64288,,,2.58992144415795,2656.8984,214.11749,2871.0159,162.16667,188.31895,151.90311,401.82278,5925.1167,14936.76,,,,6194.0337,130903.34,2.520922499298622
1996,96Q4,2009-06-01,10.5599,177.21564,458.9131499999999,,,2.589574768908658,2571.542,123.06848,2694.6106,162.7,189.46983,152.92189,403.5766,5958.3555,15020.86,,,,6253.7329,122261.86,2.520974117774611
1997,97Q1,2009-06-01,10.53373,178.13292,461.23456,,,2.589271876304503,2422.3733,94.94098,2517.3142,163.63333,189.47365,153.86798,408.99069,5991.3882,15104.447,,,,6316.3003,134955.03,2.521026262327652
1997,97Q2,2009-06-01,10.62984,179.03397,463.519,,,2.589000288604447,2627.644,38.03992,2665.6841,166.89999,190.97343,154.28751,412.604,6023.7324,15186.304,,,,6377.6665,131229.83,2.521078791614316
