Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2007-06-01,7.07379,113.91602,324.07529,,,2.844861416331083,2495.7151,1575.9137,4071.6287,117.10529,,76.32761,199.14635,3730.7859,9737.1064,,,,3528.6492,167978.42,2.609934384066371
1980,80Q2,2007-06-01,7.1786,115.24792,324.07529,,,2.811983851856068,1946.5386,1324.3649,3270.9033,117.90699,,78.83185,201.64906,3780.4336,9840.5,,,,3553.7468,135945.39,2.603008289842732
1980,80Q3,2007-06-01,7.3277,116.42457,324.07529,,,2.783564414281281,2976.9888,1850.4351,4827.4238,119.32233,,80.31139,205.75201,3823.9795,9937.9004,,,,3598.1038,198850.41,2.598837258411035
1980,80Q4,2007-06-01,7.5557,117.47038,324.07529,,,2.75878302257982,2844.7578,1849.2864,4694.0439,121.89709,,82.66558,212.23289,3862.1604,10028.888,,,,3644.9871,194213.8,2.596704165886015
1981,81Q1,2007-06-01,7.75978,118.42653,332.983,,,2.81172639272636,1922.5325,1370.7137,3293.2461,124.08725,,85.19054,218.32764,3896.4551,10113.749,,,,3691.833,176586.59,2.595628267344849
1981,81Q2,2007-06-01,7.93587,119.33418,332.983,,,2.790340537807357,1756.5583,1294.8639,3051.4224,125.84131,,87.036,222.3819,3928.3428,10192.77,,,,3741.8994,164176.8,2.594674273334802
1981,81Q3,2007-06-01,7.99424,120.22626,332.983,,,2.769636184307821,1397.8701,1042.9342,2440.8044,125.18445,,89.13092,225.77975,3959.1042,10266.474,,,,3762.0886,131484.84,2.593130536953284
1981,81Q4,2007-06-01,8.08865,121.10265,332.983,,,2.749593010557573,1171.0389,907.48828,2078.5273,124.47504,,91.06721,229.36256,3989.2295,10336.338,,,,3769.9766,112403.77,2.591061256315286
1982,82Q1,2007-06-01,8.13365,121.95496,339.93399,,,2.787373223688483,1023.5685,985.33447,2008.9031,122.99042,,92.27581,232.73776,4019.0098,10404.078,,,,3769.6387,86360.461,2.588716753066887
1982,82Q2,2007-06-01,8.09557,122.77481,339.93399,,,2.76876005753949,1097.2175,1127.3411,2224.5586,120.26617,,93.11649,237.39966,4048.7371,10471.41,,,,3764.7771,95435.938,2.586339824336828
1982,82Q3,2007-06-01,8.00459,123.5603,339.93399,,,2.75115866504047,1212.1998,1218.8177,2431.0176,118.1401,,94.75224,240.59697,4078.6543,10539.719,,,,3762.0696,104364.14,2.584116775967014
1982,82Q4,2007-06-01,7.94116,124.33539,339.93399,,,2.734008314125206,1615.0139,1376.5061,2991.52,117.87838,,95.21725,243.53188,4108.8096,10609.071,,,,3772.1199,129091.47,2.582030328200168
1983,83Q1,2007-06-01,7.86812,125.13048,346.08401,,,2.765785042940776,1864.6108,1540.3792,3404.99,117.47509,,95.5093,244.30553,4139.2021,10679.202,,,,3798.6389,169246.05,2.580014636154151
1983,83Q2,2007-06-01,7.93821,125.97605,346.08401,,,2.747220682026464,2098.0542,1804.396,3902.4502,119.1945,,96.51504,251.47797,4169.8315,10749.85,,,,3870.5403,193976.14,2.578005849876668
1983,83Q3,2007-06-01,8.07294,126.89546,346.08401,,,2.727315933919149,2026.8468,1960.7883,3987.635,122.03208,,97.54226,253.99712,4200.7222,10820.867,,,,3948.7717,198221.47,2.575953963344684
1983,83Q4,2007-06-01,8.12007,127.88373,346.08401,,,2.706239566205959,2066.488,1846.4369,3912.9248,123.68228,,98.76212,257.42035,4231.9956,10892.587,,,,4027.3496,194500.34,2.573865388706926
1984,84Q1,2007-06-01,8.17606,128.92883,354.41501,,,2.748919772249542,2206.4702,1443.0043,3649.4744,125.46396,,100.13979,259.89194,4263.7988,10965.458,,,,4111.5996,222818.58,2.571757841856891
1984,84Q2,2007-06-01,8.24062,130.01878,354.41501,,,2.725875523520525,2014.5107,1487.2571,3501.7678,127.36176,,101.23822,263.19464,4296.2793,11039.93,,,,4181.6934,216061.08,2.569649044930575
1984,84Q3,2007-06-01,8.2694,131.14049,354.41501,,,2.702559750996813,1831.7598,1239.0819,3070.8418,128.46635,,102.17008,266.17847,4329.5181,11116.27,,,,4246.4941,188037.84,2.56755364990852
