Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2010-01-01,6.97411,113.91428,321.12637,,,2.819017685930157,2495.7151,1575.9137,4071.6287,117.23386,,79.31405,204.72775,3730.7859,9737.1064,,,,3526.9365,167978.42,2.609934384066371
1980,80Q2,2010-01-01,7.04839,115.24792,324.07529,,,2.811983851856068,1946.5386,1324.3649,3270.9033,118.03359,,82.05959,204.10736,3780.4336,9840.5,,,,3552.0222,135945.39,2.603008289842732
1980,80Q3,2010-01-01,7.14149,116.42616,326.67465,,,2.805852653733491,2976.9888,1850.4351,4827.4238,119.30056,,83.54187,208.04231,3823.9795,9937.9004,,,,3596.3574,198850.41,2.598837258411035
1980,80Q4,2010-01-01,7.28549,117.47243,328.97125,,,2.800412403148552,2844.7578,1849.2864,4694.0439,121.95583,,85.70009,213.01532,3862.1604,10028.888,,,,3643.218,194213.8,2.596704165886015
1981,81Q1,2010-01-01,7.40644,118.42782,331.04642,,,2.795343357667143,1922.5325,1370.7137,3293.2461,124.20414,,88.13989,215.53148,3896.4551,10113.749,,,,3690.041,176586.59,2.595628267344849
1981,81Q2,2010-01-01,7.50153,119.33419,332.98154,,,2.790328069432574,1756.5583,1294.8639,3051.4224,125.97142,,90.04692,215.90663,3928.3428,10192.77,,,,3740.083,164176.8,2.594674273334802
1981,81Q3,2010-01-01,7.46523,120.22549,334.8421,,,2.785117365710051,1397.8701,1042.9342,2440.8044,125.14056,,92.11929,219.03305,3959.1042,10266.474,,,,3760.2625,131484.84,2.593130536953284
1981,81Q4,2010-01-01,7.43915,121.10176,336.63013,,,2.779729460579268,1171.0389,907.48828,2078.5273,124.58022,,93.96341,218.51453,3989.2295,10336.338,,,,3768.1467,112403.77,2.591061256315286
1982,82Q1,2010-01-01,7.3668,121.95441,338.33173,,,2.774247606134129,1023.5685,985.33447,2008.9031,123.08456,,95.09257,217.40047,4019.0098,10404.078,,,,3767.8088,86360.461,2.588716753066887
1982,82Q2,2010-01-01,7.22012,122.77481,339.93307,,,2.768752564145691,1097.2175,1127.3411,2224.5586,120.38053,,95.98862,218.81882,4048.7371,10471.41,,,,3762.95,95435.938,2.586339824336828
1982,82Q3,2010-01-01,7.08903,123.56074,341.43628,,,2.763307179934339,1212.1998,1218.8177,2431.0176,118.10991,,97.59468,221.00252,4078.6543,10539.719,,,,3760.2434,104364.14,2.584116775967014
1982,82Q4,2010-01-01,7.04848,124.33593,342.90744,,,2.757911088130358,1615.0139,1376.5061,2991.52,117.99362,,97.99233,225.79033,4108.8096,10609.071,,,,3770.2891,129091.47,2.582030328200168
1983,83Q1,2010-01-01,7.00003,125.13082,344.42868,,,2.752548732598412,1864.6108,1540.3792,3404.99,117.54923,,98.19134,226.96777,4139.2021,10679.202,,,,3796.7952,169246.05,2.580014636154151
1983,83Q2,2010-01-01,7.07798,125.97604,346.08212,,,2.747205897248397,2098.0542,1804.396,3902.4502,119.29141,,99.24074,232.76521,4169.8315,10749.85,,,,3868.6621,193976.14,2.578005849876668
1983,83Q3,2010-01-01,7.24358,126.89524,347.93039,,,2.741871089884853,2026.8468,1960.7883,3987.635,122.03149,,100.16713,235.44481,4200.7222,10820.867,,,,3946.8552,198221.47,2.575953963344684
1983,83Q4,2010-01-01,7.36212,127.88351,349.95819,,,2.736538823496478,2066.488,1846.4369,3912.9248,123.79625,,101.15372,239.8766,4231.9956,10892.587,,,,4025.3948,194500.34,2.573865388706926
1984,84Q1,2010-01-01,7.48839,128.92876,352.13077,,,2.731204193695805,2206.4702,1443.0043,3649.4744,125.53709,,102.28239,246.00682,4263.7988,10965.458,,,,4109.604,222818.58,2.571757841856891
1984,84Q2,2010-01-01,7.62128,130.01878,354.41333,,,2.72586260231022,2014.5107,1487.2571,3501.7678,127.45168,,103.24515,251.53972,4296.2793,11039.93,,,,4179.6641,216061.08,2.569649044930575
1984,84Q3,2010-01-01,7.70326,131.14041,356.76877,,,2.720509795569497,1831.7598,1239.0819,3070.8418,128.49937,,104.04827,256.71808,4329.5181,11116.27,,,,4244.4331,188037.84,2.56755364990852
1984,84Q4,2010-01-01,7.76291,132.27647,359.15085,,,2.715152967115013,1823.2598,1306.6572,3129.917,129.36089,,104.91111,259.67944,4363.3389,11194.014,,,,4299.6685,192618.45,2.565469759866693
1985,85Q1,2010-01-01,7.91528,133.40869,361.51077,,,2.709799264200855,2052.676,994.88031,3047.5564,131.67171,,105.57391,263.36292,4397.4985,11272.513,,,,4348.2832,196391.16,2.563392119406067
1985,85Q2,2010-01-01,7.99108,134.51865,363.79996,,,2.704457411667453,1996.9086,1048.781,3045.6895,132.7523,,106.50726,266.65762,4431.7554,11351.12,,,,4395.2891,198528.66,2.56131464295164
1985,85Q3,2010-01-01,8.01266,135.59241,365.98196,,,2.699133085694104,2086.9946,1142.8789,3229.8735,133.13373,,107.23833,267.2533,4465.9492,11429.403,,,,4434.2856,211804.92,2.559232648683062
