Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2013-03-01,7.27522,113.91428,321.12637,,,2.819017685930157,2495.7151,1511.2239,4006.939,117.28027,,79.40052,224.2478,3730.7859,9737.1064,,,,3523.251,164629.22,2.609934384066371
1980,80Q2,2013-03-01,7.344,115.24792,324.07529,,,2.811983851856068,1946.5386,970.66998,2917.2085,118.08324,,82.13436,225.29874,3780.4336,9840.5,,,,3548.3103,117633.44,2.603008289842732
1980,80Q3,2013-03-01,7.4467,116.42616,326.67465,,,2.805852653733491,2976.989,1804.5607,4781.5498,119.50111,,83.61086,227.60547,3823.9795,9937.9004,,,,3592.5996,196475.34,2.598837258411035
1980,80Q4,2013-03-01,7.61724,117.47243,328.97125,,,2.800412403148552,2844.7578,2313.5454,5158.3032,122.07901,,85.76058,232.11067,3862.1604,10028.888,,,,3639.4111,218250.05,2.596704165886015
1981,81Q1,2013-03-01,7.76383,118.42782,331.04642,,,2.795343357667143,1922.5325,963.96564,2886.498,124.27245,,88.18947,236.83824,3896.4551,10113.749,,,,3686.1853,149443.73,2.595628267344849
1981,81Q2,2013-03-01,7.88303,119.33419,332.98154,,,2.790328069432574,1756.5583,1453.6484,3210.2068,126.02953,,90.08838,239.29367,3928.3428,10192.77,,,,3736.175,174772.72,2.594674273334802
1981,81Q3,2013-03-01,7.8709,120.22549,334.8421,,,2.785117365710051,1397.8701,1199.8035,2597.6736,125.37341,,92.15221,238.86818,3959.1042,10266.474,,,,3756.3333,141952.94,2.593130536953284
1981,81Q4,2013-03-01,7.87691,121.10176,336.63013,,,2.779729460579268,1171.0389,998.58258,2169.6216,124.65929,,93.98907,238.43314,3989.2295,10336.338,,,,3764.2092,118482.62,2.591061256315286
1982,82Q1,2013-03-01,7.83449,121.95441,338.33173,,,2.774247606134129,1023.5686,763.18469,1786.7533,123.17339,,95.11314,241.5728,4019.0098,10404.078,,,,3763.8718,77420.672,2.588716753066887
1982,82Q2,2013-03-01,7.71279,122.77481,339.93307,,,2.768752564145691,1097.2175,1187.6169,2284.8345,120.44691,,96.00536,242.94704,4048.7371,10471.41,,,,3759.0176,97861.547,2.586339824336828
1982,82Q3,2013-03-01,7.58963,123.56074,341.43628,,,2.763307179934339,1212.1998,1209.9479,2422.1477,118.32108,,97.60455,244.51495,4078.6543,10539.719,,,,3756.3145,104007.19,2.584116775967014
1982,82Q4,2013-03-01,7.54327,124.33593,342.90744,,,2.757911088130358,1615.0139,1547.2509,3162.2646,118.04939,,98.00086,247.631,4108.8096,10609.071,,,,3766.3496,135962.58,2.582030328200168
1983,83Q1,2013-03-01,7.48897,125.13082,344.42868,,,2.752548732598412,1864.6108,1155.9327,3020.5435,117.64945,,98.19905,249.02347,4139.2021,10679.202,,,,3792.8279,150117.03,2.580014636154151
1983,83Q2,2013-03-01,7.57027,125.97604,346.08212,,,2.747205897248397,2098.0542,1819.646,3917.7002,119.37519,,99.24403,256.70328,4169.8315,10749.85,,,,3864.6194,194734.95,2.578005849876668
1983,83Q3,2013-03-01,7.74128,126.89524,347.93039,,,2.741871089884853,2026.8468,2070.8538,4097.7002,122.223,,100.16616,260.815,4200.7222,10820.867,,,,3942.7312,203698.02,2.575953963344684
1983,83Q4,2013-03-01,7.85597,127.88351,349.95819,,,2.736538823496478,2066.4878,2105.5681,4172.0562,123.85061,,101.14879,267.16333,4231.9956,10892.587,,,,4021.1885,207394.0,2.573865388706926
1984,84Q1,2013-03-01,7.98169,128.92876,352.13077,,,2.731204193695805,2206.4702,1443.0087,3649.4788,125.65556,,102.27306,272.39166,4263.7988,10965.458,,,,4105.3101,222818.94,2.571757841856891
1984,84Q2,2013-03-01,8.11351,130.01878,354.41333,,,2.72586260231022,2014.5107,1487.2616,3501.7725,127.55858,,103.23176,278.45316,4296.2793,11039.93,,,,4175.2969,216061.44,2.569649044930575
1984,84Q3,2013-03-01,8.21173,131.14041,356.76877,,,2.720509795569497,1831.7598,1238.4288,3070.1885,128.67093,,104.03103,283.3678,4329.5181,11116.27,,,,4239.9976,187989.3,2.56755364990852
1984,84Q4,2013-03-01,8.30456,132.27647,359.15085,,,2.715152967115013,1823.2598,1307.3002,3130.5601,129.42049,,104.8903,286.62885,4363.3389,11194.014,,,,4295.1758,192666.28,2.565469759866693
1985,85Q1,2013-03-01,8.50095,133.40869,361.51077,,,2.709799264200855,2052.676,995.49554,3048.1716,131.80411,,105.55085,289.04584,4397.4985,11272.513,,,,4343.7397,196447.97,2.563392119406067
1985,85Q2,2013-03-01,8.61325,134.51865,363.79996,,,2.704457411667453,1996.9086,1048.7097,3045.6182,132.87833,,106.48019,293.96182,4431.7554,11351.12,,,,4390.6968,198522.06,2.56131464295164
1985,85Q3,2013-03-01,8.66324,135.59241,365.98196,,,2.699133085694104,2086.9946,1141.7748,3228.7693,133.28749,,107.20776,297.32776,4465.9492,11429.403,,,,4429.6499,211702.97,2.559232648683062
1985,85Q4,2013-03-01,8.76257,136.63461,368.06976,,,2.693825232128229,2083.4199,1058.0204,3141.4402,134.75729,,108.02975,301.12097,4500.2476,11507.797,,,,4473.9595,203787.03,2.557147522282996
1986,86Q1,2013-03-01,8.67443,137.65456,370.08838,,,2.688529751575247,2051.5098,817.41052,2868.9204,133.37766,,108.37479,303.8728,4534.8984,11586.949,,,,4521.6016,199792.45,2.555062534587324
1986,86Q2,2013-03-01,8.68406,138.66159,372.06296,,,2.683244581285993,2202.6387,754.79279,2957.4316,133.48497,,107.9425,305.5141,4570.1519,11667.51,,,,4567.7622,200336.94,2.552980788231569
1986,86Q3,2013-03-01,8.77821,139.66568,374.02002,,,2.677966555563256,2144.3083,695.40173,2839.71,134.8143,,108.34898,309.2807,4606.1396,11749.822,,,,4623.7319,190484.98,2.550904449357114
1986,86Q4,2013-03-01,8.88845,140.67906,375.99136,,,2.672688884898719,2161.5422,696.39484,2857.937,136.29607,,109.03843,315.23889,4642.5293,11833.011,,,,4681.6636,191485.63,2.548828501739343
1987,87Q1,2013-03-01,9.0383,141.71465,378.01016,,,2.6674035464929,2621.7834,859.42352,3481.207,138.44627,,110.25468,320.25171,4678.8706,11915.891,,,,4747.3013,196520.8,2.546745148284289
1987,87Q2,2013-03-01,9.21134,142.78549,380.10959,,,2.662102360681047,2363.0598,794.76038,3157.8201,140.9245,,111.30217,324.38934,4714.7139,11997.28,,,,4818.8594,178805.73,2.544646452460244
1987,87Q3,2013-03-01,9.3648,143.8996,382.31006,,,2.656783340606923,2297.8032,795.72577,3093.5291,142.65373,,112.35224,329.71799,4749.7349,12076.343,,,,4884.7788,175776.42,2.542529899931889
1987,87Q4,2013-03-01,9.44966,145.0442,384.58115,,,2.651475550211591,2213.3533,702.09045,2915.4438,142.85846,,113.26646,339.16913,4784.1099,12153.623,,,,4938.4233,163953.02,2.54041467567457
1988,88Q1,2013-03-01,9.70588,146.20097,386.87964,,,2.646218010728656,2434.0969,1854.6594,4288.7563,145.80309,,113.85084,339.57312,4818.1401,12230.012,,,,4981.8193,167960.31,2.538326355433293
1988,88Q2,2013-03-01,9.9312,147.35143,389.16235,,,2.64104902137699,2351.8872,1936.6302,4288.5176,148.18692,,114.98232,346.19672,4852.1274,12306.4,,,,5032.6387,168089.78,2.536289545901041
1988,88Q3,2013-03-01,10.11036,148.48433,391.40115,,,2.635976132969721,2433.0459,851.77777,3284.8237,150.18266,,116.27171,352.37668,4886.459,12383.803,,,,5089.6572,171326.84,2.534310223415361
1988,88Q4,2013-03-01,10.20473,149.61871,393.62796,,,2.630873906077656,2672.9692,528.93195,3201.9014,151.21742,,117.44768,356.9537,4921.8667,12463.732,,,,5158.8804,175011.08,2.532318073547177
1989,89Q1,2013-03-01,10.41126,150.78168,395.88983,,,2.62558309471018,2351.9949,355.69846,2707.6934,154.12175,,118.49559,358.60315,4959.1699,12547.826,,,,5202.8608,177458.88,2.530227084980492
1989,89Q2,2013-03-01,10.51768,152.00075,398.2337,,,2.619945625268296,2389.7041,501.34912,2891.0532,155.40042,,120.29041,358.83322,4999.186,12637.72,,,,5238.3164,174287.39,2.527955551163729
1989,89Q3,2013-03-01,10.59466,153.28667,400.6814,,,2.613935053843886,2290.3396,1542.6741,3833.0137,156.05054,,121.14812,361.71936,5042.2646,12734.195,,,,5283.897,148671.34,2.525491224716767
1989,89Q4,2013-03-01,10.66396,154.58003,403.15384,,,2.608059009951027,2927.9617,1032.2783,3960.2402,156.34399,,122.10254,366.67368,5086.8789,12834.614,,,,5316.3579,159522.39,2.523082277425555
1990,90Q1,2013-03-01,10.3654,155.80226,405.54678,,,2.602958262608001,2155.7622,620.50568,2776.2678,150.3,181.2505,124.26286,367.97296,5131.0308,12935.482,,,,5360.9668,154517.48,2.52102988740586
1990,90Q2,2013-03-01,10.31097,156.87308,407.75601,,,2.599273310627929,2002.6569,412.38245,2415.0393,148.90001,179.12288,125.39626,370.61581,5172.7246,13033.308,,,,5379.8999,128435.89,2.519621477625158
1990,90Q3,2013-03-01,10.37106,157.73909,409.71576,,,2.597426928226859,1959.5737,131.59518,2091.1689,149.03333,183.12767,127.39513,371.0719,5210.4453,13125.306,,,,5368.8999,117456.25,2.519037288425233
1990,90Q4,2013-03-01,10.30387,158.45929,411.51443,,,2.596972572576843,1834.0072,2023.5168,3857.5239,147.36667,180.97949,129.40286,370.7594,5244.6064,13211.539,,,,5346.2998,104978.38,2.519071593246731
1991,91Q1,2013-03-01,10.25284,159.12189,413.27887,,,2.597247116660065,1852.0127,95.33089,1947.3435,146.0,180.82988,130.31575,370.45975,5276.1045,13292.778,,,,5297.0669,91423.758,2.519430386566452
1991,91Q2,2013-03-01,10.24022,159.8159,415.13599,,,2.597588788099307,2154.6458,265.27127,2419.917,145.03334,180.14555,130.9472,372.24246,5305.8345,13369.798,,,,5271.2671,101065.09,2.51982944435979
1991,91Q3,2013-03-01,10.20665,160.60472,417.168,,,2.5974828137056,1869.676,1897.9408,3767.6167,143.46666,179.68739,131.82388,371.55142,5334.5649,13443.36,,,,5269.0664,92999.477,2.520048073648893
1991,91Q4,2013-03-01,10.27073,161.44698,419.27853,,,2.597004477878744,2087.666,133.45694,2221.123,142.73334,179.74239,132.70155,374.21667,5362.5513,13514.193,,,,5265.5664,95743.664,2.520105122350997
1992,92Q1,2013-03-01,10.33786,162.2749,421.32654,,,2.596375286627815,1797.6443,89.9996,1887.6439,142.13333,177.55003,133.44518,376.04807,5389.9219,13583.018,,,,5294.8999,101673.05,2.520076960669875
1992,92Q2,2013-03-01,10.45868,163.02039,423.17099,,,2.595816327025104,2476.3213,53.05205,2529.3735,142.23332,178.0815,134.54253,380.51532,5416.8042,13650.553,,,,5311.4668,96647.867,2.520038106601675
1992,92Q3,2013-03-01,10.48147,163.63986,424.72601,,,2.59549238186833,2378.8635,114.59091,2493.4546,142.16667,177.42647,135.32022,384.22617,5443.3901,13717.596,,,,5342.4336,99945.406,2.520046468835662
1992,92Q4,2013-03-01,10.50131,164.18845,426.12646,,,2.595349794702368,2379.1716,106.35748,2485.5293,143.56667,178.2713,136.23695,403.30493,5470.1294,13785.257,,,,5403.0,109821.69,2.520097056570545
1993,93Q1,2013-03-01,10.55495,164.74617,427.56247,,,2.595280181627288,2230.7361,50.25821,2280.9944,145.26666,181.50812,137.41042,387.65604,5497.5352,13854.724,,,,5466.1665,104277.99,2.520170130061195
1993,93Q2,2013-03-01,10.50095,165.39299,429.224,,,2.595176494481417,2433.0669,69.93562,2503.0024,145.56667,181.17757,138.60374,398.98972,5526.1211,13927.185,,,,5534.5337,112026.91,2.520246072783312
1993,93Q3,2013-03-01,10.51058,166.18672,431.24728,,,2.594956323826597,2499.9158,21.69895,2521.6147,145.73334,179.75908,139.418,403.03726,5556.1978,14003.338,,,,5575.7671,114551.23,2.520309482142626
1993,93Q4,2013-03-01,10.68301,167.09589,433.55316,,,2.594636887837277,3184.2815,130.10724,3314.3887,147.3,181.82161,140.38847,412.77017,5587.2646,14081.93,,,,5630.3335,129555.88,2.520362110647131
1994,94Q1,2013-03-01,10.91746,168.06667,436.00845,,,2.594258873576778,2946.7412,66.95653,3013.6978,149.7,180.59029,141.18196,409.95587,5618.6182,14161.213,,,,5687.6665,130594.16,2.520408487624235
1994,94Q2,2013-03-01,11.13697,169.0452,438.48001,,,2.593862529075064,2423.6021,135.31241,2558.9146,151.93333,182.55711,142.08871,422.07956,5649.5552,14239.444,,,,5753.3003,121684.11,2.520453999635228
1994,94Q3,2013-03-01,11.39443,169.98608,440.85538,,,2.593479301363971,2677.3911,116.86357,2794.2549,155.13333,186.31653,143.32831,422.4248,5679.5659,14315.362,,,,5809.9331,132223.14,2.520502843359913
1994,94Q4,2013-03-01,11.36335,170.87823,443.1041,,,2.593098605948809,2240.2654,124.86753,2365.1328,154.93333,185.38326,144.02803,426.50562,5708.917,14389.638,,,,5866.4336,129906.6,2.520554774224253
1995,95Q1,2013-03-01,11.38143,171.71909,445.21628,,,2.592701137654526,2223.3767,210.11156,2433.4883,155.46667,184.81787,145.35521,429.79022,5738.0688,14463.424,,,,5915.1333,124168.27,2.520608327317372
1995,95Q2,2013-03-01,11.4066,172.50612,447.18201,,,2.592267509117937,2025.2902,173.86752,2199.1577,156.10001,184.84904,146.35666,432.26508,5767.4829,14537.875,,,,5957.6333,117954.39,2.520662003176464
1995,95Q3,2013-03-01,11.48142,173.24303,449.00903,,,2.591786982714398,2033.5601,219.02658,2252.5867,156.33333,185.13733,147.27007,437.44415,5797.5439,14613.956,,,,5987.6001,120902.16,2.520715022097547
1995,95Q4,2013-03-01,11.68333,173.95856,450.77573,,,2.59128225710767,2461.7734,112.99441,2574.7678,157.39999,186.06407,148.26025,444.05078,5828.3369,14691.881,,,,6048.0,128587.17,2.520767287834716
1996,96Q1,2013-03-01,11.89478,174.68768,452.57803,,,2.590783906455223,2398.4368,69.91963,2468.3562,158.7,186.85768,149.46213,450.57941,5859.8706,14771.674,,,,6098.6997,123438.36,2.520819145733355
1996,96Q2,2013-03-01,12.06601,175.46539,454.51199,,,2.590322741140005,2389.1216,80.89445,2470.0161,159.23334,188.13751,150.92506,455.67474,5892.1548,14853.36,,,,6136.3672,123476.41,2.520870632930418
1996,96Q3,2013-03-01,12.1883,176.31534,456.64288,,,2.58992144415795,2656.8984,214.11748,2871.0159,160.03333,187.93608,151.68538,461.33102,5925.1167,14936.76,,,,6174.8335,130903.34,2.520922499298622
1996,96Q4,2013-03-01,12.21884,177.21564,458.91315,,,2.589574768908658,2571.5422,123.06848,2694.6106,160.53333,189.60698,152.7005,465.64465,5958.3555,15020.86,,,,6244.1001,122261.86,2.520974117774611
1997,97Q1,2013-03-01,12.26961,178.13292,461.23456,,,2.589271876304503,2422.3733,94.94098,2517.3142,161.33333,189.54132,153.64261,471.59778,5991.3882,15104.447,,,,6305.2661,134955.03,2.521026262327652
1997,97Q2,2013-03-01,12.42611,179.03397,463.51901,,,2.589000344459769,2627.644,38.03992,2665.6841,163.36667,190.58789,154.05936,476.15594,6023.7324,15186.304,,,,6381.3335,131229.83,2.521078791614316
1997,97Q3,2013-03-01,12.55754,179.89113,465.69269,,,2.588747371813163,2594.49,1312.3545,3906.8445,164.60001,191.58644,154.60057,482.26837,6054.9951,15265.438,,,,6427.6665,135816.41,2.521131354837925
1997,97Q4,2013-03-01,12.64805,180.69951,467.73987,,,2.588495508371882,2935.4917,1422.6646,4358.1563,164.89999,191.40569,155.24948,482.12189,6085.1431,15341.766,,,,6483.2671,133958.73,2.521184095079046
1998,98Q1,2013-03-01,12.95355,181.45995,469.65936,,,2.588225996976192,2887.7302,472.50079,3360.2312,167.76666,193.48531,155.18646,491.29745,6114.2339,15415.426,,,,6548.7661,140666.88,2.521235898417298
1998,98Q2,2013-03-01,13.0977,182.17325,471.44998,,,2.587921003769763,2836.8044,46.39349,2883.198,168.59999,194.11176,155.57523,496.99393,6142.3237,15486.56,,,,6583.8003,138268.73,2.521286854354485
1998,98Q3,2013-03-01,13.18486,182.84447,473.12219,,,2.587566307036794,2817.1523,90.3895,2907.5417,169.26666,195.49823,156.15593,502.75677,6169.5356,15555.476,,,,6623.8672,153694.95,2.521336614055683
1998,98Q4,2013-03-01,13.35686,183.49554,474.73315,,,2.587164516369172,2950.312,1190.7161,4141.0283,171.56667,197.81311,156.95627,511.13983,6196.2563,15623.156,,,,6702.3335,161781.44,2.521386340974953
1999,99Q1,2013-03-01,13.36103,184.15262,476.35178,,,2.586722795472581,2852.949,1762.4165,4615.3652,171.63333,198.04488,157.25142,515.8736,6222.937,15690.754,,,,6739.3667,171777.78,2.521438671161222
1999,99Q2,2013-03-01,13.45562,184.84189,478.047,,,2.586248171342546,2901.6467,116.31797,3017.9646,172.89999,198.53764,157.95096,524.98907,6250.0308,15759.421,,,,6794.0,154890.08,2.521494934072965
1999,99Q3,2013-03-01,13.41866,185.57909,479.86224,,,2.58575597067536,2967.7703,743.37494,3711.145,172.33333,198.38338,158.6881,530.23871,6277.8647,15829.987,,,,6800.0,163209.66,2.521555936049402
1999,99Q4,2013-03-01,13.58687,186.33835,481.73907,,,2.585292131222586,3145.634,1025.8906,4171.5244,173.66667,200.37932,159.68578,531.26666,6306.2734,15901.998,,,,6892.3667,169010.44,2.521615697790711
2000,00Q1,2013-03-01,13.74899,187.08398,483.61575,,,2.585019572493593,3297.9231,982.02197,4279.9453,175.10001,217.95268,160.80948,548.99097,6334.9873,15973.627,,,,6966.6333,150961.83,2.521493137010709
2000,00Q2,2013-03-01,14.09883,187.76613,485.51501,,,2.585743286076142,3913.6252,3057.0012,6970.6265,178.89999,220.84917,161.61934,543.48328,6363.2178,16047.515,,,,7032.6997,156116.08,2.521918234513362
2000,00Q3,2013-03-01,14.30065,188.43246,487.37375,,,2.58646387145824,3539.8633,443.63223,3983.4956,181.10001,223.06108,163.10316,549.27972,6393.2935,16122.217,,,,7111.6001,151067.97,2.521738912815437
2000,00Q4,2013-03-01,14.31637,189.06506,489.20801,,,2.587511462985281,3328.5894,421.3439,3749.9331,180.89999,224.8217,165.03555,555.32208,6424.2227,16198.281,,,,7138.1001,162930.17,2.521438274547986
2001,01Q1,2013-03-01,14.3848,189.68498,491.04626,,,2.588746141101947,3609.0085,62.46687,3671.4753,181.46666,226.37585,167.04477,564.00458,6456.0752,16276.326,,,,7145.7007,165212.16,2.521086805184673
2001,01Q2,2013-03-01,14.34206,190.31346,492.91699,,,2.590026948172767,3795.3774,122.74352,3918.1211,180.63333,224.11897,168.7662,561.30658,6488.9219,16356.966,,,,7155.8999,163214.08,2.52075248432255
2001,01Q3,2013-03-01,14.47569,190.97054,494.85141,,,2.59124475429561,3715.8108,2410.2356,6126.0464,181.39999,225.08234,169.19072,563.82227,6522.6865,16440.375,,,,7172.4668,169994.56,2.520491365022679
2001,01Q4,2013-03-01,14.61318,191.67123,496.8916,,,2.592416190995383,4235.8037,132.55415,4368.3579,181.53334,222.60036,168.80156,564.0426,6556.7021,16524.943,,,,7132.8335,169719.22,2.520313222709935
2002,02Q1,2013-03-01,14.64248,192.42921,499.08252,,,2.593590235079175,4135.7188,197.20767,4332.9263,180.3,222.81134,168.75748,575.06177,6590.1538,16608.627,,,,7128.9668,189302.5,2.520218420395591
2002,02Q2,2013-03-01,14.7618,193.25807,501.46899,,,2.594815264376799,4169.2007,591.74805,4760.9487,180.16667,222.17407,169.42317,580.00543,6622.2251,16689.369,,,,7146.6333,171665.33,2.520205632997888
2002,02Q3,2013-03-01,14.96902,194.16713,504.08325,,,2.596130714812543,4342.3779,222.24843,4564.6265,181.16667,224.30444,170.52213,585.362,6652.4927,16766.096,,,,7168.6001,187680.09,2.520272739269598
2002,02Q4,2013-03-01,15.13033,195.1487,506.90689,,,2.597541720749357,5040.7017,1188.7958,6229.4976,181.39999,225.39934,172.70726,591.59082,6682.0977,16841.607,,,,7199.6001,193076.06,2.520407176925893
