Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld,ln_Gross Metro Product,ln_Total Households,ln_Total Population,ln_Total Real Personal Income,ln_Disposable Real Pers Income,ln_Persons Per Household,ln_Res SF Permits,ln_Res MF Permits,ln_Total Res Permits,ln_Employment Tot Non Agric,ln_Total Employed,ln_CPI Index,ln_Fla - Gross State Product,ln_Fla - Nbr of Households,ln_Fla - Total Population,ln_Fla -Total Real Personal Income,ln_Fla - Dis Real Personal Income,ln_Fla Total RealPers Inc per Hsld,ln_Fla - Emplymt Tot NonAgricultur,ln_Fla - Tot Resid Permits,ln_Fla - Persons Per Hsld
1980,80Q1,2007-03-01,7.07379,113.91602,324.07529,,,2.844861416331083,2495.7151,1575.9137,4071.6287,117.10529,,76.32761,199.14635,3730.7859,9737.1064,,,,3528.6492,167978.42,2.609934384066371,1.9563964041679214,4.735461510255608,5.7809758653402925,,,1.0455143550846835,7.822330580346348,7.362590510035253,8.311798370379357,4.763073444647357,,4.335034733909188,5.294039981566148,8.224374187495293,9.18369926830942,,,,8.168670413803698,12.03159079775373,0.9593250808141263
1980,80Q2,2007-03-01,7.1786,115.24792,324.07529,,,2.811983851856068,1946.5386,1324.3649,3270.9033,117.90699,,78.83185,201.64906,3780.4336,9840.5,,,,3553.7468,135945.39,2.603008289842732,1.9711043779754538,4.747085633991553,5.7809758653402925,,,1.0338902313487393,7.573807997318826,7.1886883027546915,8.09282146427657,4.769896093317696,,4.3673171030192,5.306528859766236,8.237593991029769,9.194261801763492,,,,8.17575776250754,11.820008539960115,0.9566678107337236
1980,80Q3,2007-03-01,7.3277,116.42457,324.07529,,,2.783564414281281,2976.9888,1850.4351,4827.4238,119.32233,,80.31139,205.75201,3823.9795,9937.9004,,,,3598.1038,198850.41,2.598837258411035,1.9916616876691822,4.757243595496793,5.7809758653402925,,,1.023732269843499,7.998667598832012,7.523176079608918,8.48206822961051,4.78182848677738,,4.385911453982355,5.326671608646764,8.249046913278262,9.204111049974793,,,,8.1881622634551,12.200308112489381,0.9550641366965317
1980,80Q4,2007-03-01,7.5557,117.47038,324.07529,,,2.75878302257982,2844.7578,1849.2864,4694.0439,121.89709,,82.66558,212.23289,3862.1604,10028.888,,,,3644.9871,194213.8,2.596704165886015,2.022302245304206,4.766186216699039,5.7809758653402925,,,1.0147896486412529,7.95323321112632,7.522555113929792,8.454049728731956,4.8031771641760335,,4.414803312249184,5.357684209456819,8.25898199501051,9.21322500741193,,,,8.201108105341845,12.176714893076767,0.9542430124014211
1981,81Q1,2007-03-01,7.75978,118.42653,332.983,,,2.81172639272636,1922.5325,1370.7137,3293.2461,124.08725,,85.19054,218.32764,3896.4551,10113.749,,,,3691.833,176586.59,2.595628267344849,2.04895398327778,4.774292768295706,5.808091437626244,,,1.0337986693305374,7.5613986063084315,7.223086832080507,8.099629013868743,4.820984947206447,,4.444890394806816,5.385996870291271,8.267822470055412,9.221651064246752,,,,8.213878361663625,12.081566629954004,0.9538285941913394
1981,81Q2,2007-03-01,7.93587,119.33418,332.983,,,2.790340537807357,1756.5583,1294.8639,3051.4224,125.84131,,87.036,222.3819,3928.3428,10192.77,,,,3741.8994,164176.8,2.594674273334802,2.0713929888000138,4.781927792679489,5.808091437626244,,,1.0261636449467548,7.471111662159911,7.1661608720855146,8.023363121544863,4.835021668740339,,4.466321826169276,5.404396174172411,8.275972936542239,9.229433924408777,,,,8.227348622453412,12.008699174909532,0.9534609878665392
1981,81Q3,2007-03-01,7.99424,120.22626,332.983,,,2.769636184307821,1397.8701,1042.9342,2440.8044,125.18445,,89.13092,225.77975,3959.1042,10266.474,,,,3762.0886,131484.84,2.593130536953284,2.0787212823553527,4.789375467458153,5.808091437626244,,,1.0187159701680908,7.242705000021633,6.949793365762366,7.8000829360884785,4.829788249674426,,4.490106300090925,5.419559966560222,8.283773066537494,9.236638913883702,,,,8.232729560886147,11.786646838783007,0.9528658473462092
1981,81Q4,2007-03-01,8.08865,121.10265,332.983,,,2.749593010557573,1171.0389,907.48828,2078.5273,124.47504,,91.06721,229.36256,3989.2295,10336.338,,,,3769.9766,112403.77,2.591061256315286,2.0904618444632814,4.7966385330611585,5.808091437626244,,,1.0114529045650849,7.065646582516501,6.810680651455061,7.639414893078411,4.824105213877863,,4.5115978053357635,5.435303983005675,8.29135338346678,9.243420926726099,,,,8.234824073526243,11.62985275680451,0.9520675432593199
1982,82Q1,2007-03-01,8.13365,121.95496,339.93399,,,2.787373223688483,1023.5685,985.33447,2008.9031,122.99042,,92.27581,232.73776,4019.0098,10404.078,,,,3769.6387,86360.461,2.588716753066887,2.0960097772993507,4.803651796241553,5.828751451702404,,,1.0250996554608502,6.93105033007237,6.892981146985244,7.6053441306999705,4.8121064661602695,,4.524782026986449,5.449912326159954,8.298790832863745,9.249953123656933,,,,8.23473444030577,11.366285222733996,0.9511622907931875
1982,82Q2,2007-03-01,8.09557,122.77481,339.93399,,,2.76876005753949,1097.2175,1127.3411,2224.5586,120.26617,,93.11649,237.39966,4048.7371,10471.41,,,,3764.7771,95435.938,2.586339824336828,2.091316998486362,4.810351864377786,5.828751451702404,,,1.0183995873246172,7.000532708626373,7.027617130181231,7.707313792897552,4.78970736980008,,4.533851289973748,5.469745049992571,8.306160284311893,9.256403965284433,,,,8.233443935294165,11.466210495094897,0.9502436809725396
1982,82Q3,2007-03-01,8.00459,123.5603,339.93399,,,2.75115866504047,1212.1998,1218.8177,2431.0176,118.1401,,94.75224,240.59697,4078.6543,10539.719,,,,3762.0696,104364.14,2.584116775967014,2.080015127148235,4.81672929601765,5.828751451702404,,,1.0120221556847533,7.100192004527895,7.105636569487233,7.79606521410892,4.771871208332091,,4.551265484844038,5.48312320994507,8.313522384561475,9.262906161398403,,,,8.232724510487285,11.555641408835607,0.9493837768369295
1982,82Q4,2007-03-01,7.94116,124.33539,339.93399,,,2.734008314125206,1615.0139,1376.5061,2991.52,117.87838,,95.21725,243.53188,4108.8096,10609.071,,,,3772.1199,129091.47,2.582030328200168,2.0720593603059885,4.822982672393856,5.828751451702404,,,1.005768779308548,7.387098842430864,7.227303756102084,8.003536898416964,4.769653414985783,,4.556161122862031,5.495247857977483,8.320888630501456,9.269464668867831,,,,8.235392430098635,11.768276501840056,0.9485760383663763
1983,83Q1,2007-03-01,7.86812,125.13048,346.08401,,,2.765785042940776,1864.6108,1540.3792,3404.99,117.47509,,95.5093,244.30553,4139.2021,10679.202,,,,3798.6389,169246.05,2.580014636154151,2.0628191520627697,4.829357032880155,5.84668154905394,,,1.0173245161737854,7.530807623972817,7.339783898863351,8.132997281721737,4.766226311109037,,4.559223624944299,5.498419614110654,8.32825831877605,9.27605339062145,,,,8.242398097340665,12.039108852245164,0.9477950718454006
