Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2013-09-01,6.98437,113.91428,321.12637,,,2.819017685930157,2495.7151,1511.2239,4006.939,117.28027,,79.40052,224.2478,3730.7859,9737.1064,,,,3523.251,164629.22,2.609934384066371
1980,80Q2,2013-09-01,7.04368,115.24792,324.07529,,,2.811983851856068,1946.5386,970.66998,2917.2085,118.08324,,82.13436,225.29874,3780.4336,9840.5,,,,3548.3103,117633.44,2.603008289842732
1980,80Q3,2013-09-01,7.1354,116.42616,326.67465,,,2.805852653733491,2976.989,1804.5607,4781.5498,119.50111,,83.61086,227.60547,3823.9795,9937.9004,,,,3592.5996,196475.34,2.598837258411035
1980,80Q4,2013-09-01,7.29201,117.47243,328.97125,,,2.800412403148552,2844.7578,2313.5454,5158.3032,122.07901,,85.76058,232.11067,3862.1604,10028.888,,,,3639.4111,218250.05,2.596704165886015
1981,81Q1,2013-09-01,7.42571,118.42782,331.04642,,,2.795343357667143,1922.5325,963.96564,2886.498,124.27245,,88.18947,236.83824,3896.4551,10113.749,,,,3686.1853,149443.73,2.595628267344849
1981,81Q2,2013-09-01,7.53325,119.33419,332.98154,,,2.790328069432574,1756.5583,1453.6484,3210.2068,126.02953,,90.08838,239.29367,3928.3428,10192.77,,,,3736.175,174772.72,2.594674273334802
1981,81Q3,2013-09-01,7.51428,120.22549,334.8421,,,2.785117365710051,1397.8701,1199.8035,2597.6736,125.37341,,92.15221,238.86818,3959.1042,10266.474,,,,3756.3333,141952.94,2.593130536953284
1981,81Q4,2013-09-01,7.51143,121.10176,336.63013,,,2.779729460579268,1171.0389,998.58258,2169.6216,124.65929,,93.98907,238.43314,3989.2295,10336.338,,,,3764.2092,118482.62,2.591061256315286
1982,82Q1,2013-09-01,7.46237,121.95441,338.33176,,,2.774247852127692,1023.5686,763.18469,1786.7533,123.17339,,95.11314,241.5728,4019.0098,10404.078,,,,3763.8718,77420.672,2.588716753066887
1982,82Q2,2013-09-01,7.33782,122.77481,339.93307,,,2.768752564145691,1097.2175,1187.6169,2284.8345,120.44691,,96.00536,242.94704,4048.7371,10471.41,,,,3759.0176,97861.547,2.586339824336828
1982,82Q3,2013-09-01,7.21774,123.56074,341.43628,,,2.763307179934339,1212.1998,1209.9479,2422.1477,118.32108,,97.60455,244.51495,4078.6543,10539.719,,,,3756.3145,104007.19,2.584116775967014
1982,82Q4,2013-09-01,7.17683,124.33593,342.90744,,,2.757911088130358,1615.0139,1547.2509,3162.2646,118.04939,,98.00086,247.631,4108.8096,10609.071,,,,3766.3496,135962.58,2.582030328200168
1983,83Q1,2013-09-01,7.12844,125.13082,344.42868,,,2.752548732598412,1864.6108,1155.9327,3020.5435,117.64945,,98.19905,249.02347,4139.2021,10679.202,,,,3792.8279,150117.03,2.580014636154151
1983,83Q2,2013-09-01,7.209,125.97604,346.08212,,,2.747205897248397,2098.0542,1819.646,3917.7002,119.37519,,99.24403,256.70328,4169.8315,10749.85,,,,3864.6194,194734.95,2.578005849876668
1983,83Q3,2013-09-01,7.37948,126.89524,347.93039,,,2.741871089884853,2026.8468,2070.8538,4097.7002,122.223,,100.16616,260.815,4200.7222,10820.867,,,,3942.7312,203698.02,2.575953963344684
1983,83Q4,2013-09-01,7.50066,127.88351,349.95819,,,2.736538823496478,2066.4878,2105.5681,4172.0562,123.85061,,101.14879,267.16333,4231.9956,10892.587,,,,4021.1885,207394.0,2.573865388706926
1984,84Q1,2013-09-01,7.63264,128.92876,352.13077,,,2.731204193695805,2206.4702,1443.0087,3649.4788,125.65556,,102.27306,272.39166,4263.7988,10965.458,,,,4105.3101,222818.94,2.571757841856891
1984,84Q2,2013-09-01,7.77008,130.01878,354.41333,,,2.72586260231022,2014.5107,1487.2616,3501.7725,127.55858,,103.23176,278.45316,4296.2793,11039.93,,,,4175.2969,216061.44,2.569649044930575
1984,84Q3,2013-09-01,7.86886,131.14041,356.7688,,,2.720510024331936,1831.7598,1238.4288,3070.1885,128.67093,,104.03103,283.3678,4329.5181,11116.27,,,,4239.9976,187989.3,2.56755364990852
1984,84Q4,2013-09-01,7.9552,132.27647,359.15085,,,2.715152967115013,1823.2598,1307.3002,3130.5601,129.42049,,104.8903,286.62885,4363.3389,11194.014,,,,4295.1758,192666.28,2.565469759866693
1985,85Q1,2013-09-01,8.14152,133.40869,361.51077,,,2.709799264200855,2052.676,995.49554,3048.1716,131.80411,,105.55085,289.04584,4397.4985,11272.513,,,,4343.7397,196447.97,2.563392119406067
1985,85Q2,2013-09-01,8.24699,134.51865,363.79996,,,2.704457411667453,1996.9086,1048.7097,3045.6182,132.87833,,106.48019,293.96182,4431.7554,11351.12,,,,4390.6968,198522.06,2.56131464295164
1985,85Q3,2013-09-01,8.30714,135.59241,365.98199,,,2.699133306945426,2086.9946,1141.7748,3228.7693,133.28749,,107.20776,297.32776,4465.9492,11429.403,,,,4429.6499,211702.97,2.559232648683062
1985,85Q4,2013-09-01,8.42953,136.63461,368.06976,,,2.693825232128229,2083.4199,1058.0204,3141.4402,134.75729,,108.02975,301.12097,4500.2476,11507.797,,,,4473.9595,203787.03,2.557147522282996
1986,86Q1,2013-09-01,8.37338,137.65456,370.08835,,,2.688529533638406,2051.5098,817.41052,2868.9204,133.37766,,108.37479,303.8728,4534.8984,11586.949,,,,4521.6016,199792.45,2.555062534587324
1986,86Q2,2013-09-01,8.41023,138.66159,372.06296,,,2.683244581285993,2202.6387,754.79279,2957.4316,133.48497,,107.9425,305.5141,4570.1519,11667.51,,,,4567.7622,200336.94,2.552980788231569
1986,86Q3,2013-09-01,8.51913,139.66568,374.02002,,,2.677966555563256,2144.3083,695.40173,2839.71,134.8143,,108.34898,309.2807,4606.1396,11749.822,,,,4623.7319,190484.98,2.550904449357114
1986,86Q4,2013-09-01,8.63184,140.67906,375.99136,,,2.672688884898719,2161.5422,696.39484,2857.937,136.29607,,109.03843,315.23889,4642.5293,11833.011,,,,4681.6636,191485.63,2.548828501739343
1987,87Q1,2013-09-01,8.787,141.71465,378.01016,,,2.6674035464929,2621.7834,859.42352,3481.207,138.44627,,110.25468,320.25171,4678.8706,11915.891,,,,4747.3013,196520.8,2.546745148284289
1987,87Q2,2013-09-01,8.96262,142.78549,380.10959,,,2.662102360681047,2363.0598,794.76038,3157.8201,140.9245,,111.30217,324.38934,4714.7139,11997.28,,,,4818.8594,178805.73,2.544646452460244
1987,87Q3,2013-09-01,9.11855,143.8996,382.31006,,,2.656783340606923,2297.8032,795.72577,3093.5291,142.65373,,112.35224,329.71799,4749.7349,12076.343,,,,4884.7788,175776.42,2.542529899931889
1987,87Q4,2013-09-01,9.20578,145.0442,384.58115,,,2.651475550211591,2213.3533,702.09045,2915.4438,142.85846,,113.26646,339.16913,4784.1099,12153.623,,,,4938.4233,163953.02,2.54041467567457
1988,88Q1,2013-09-01,9.46866,146.20097,386.87961,,,2.64621780553166,2434.0969,1854.6594,4288.7563,145.80309,,113.85084,339.57312,4818.1401,12230.012,,,,4981.8193,167960.31,2.538326355433293
1988,88Q2,2013-09-01,9.6958,147.35143,389.16235,,,2.64104902137699,2351.8872,1936.6302,4288.5176,148.18692,,114.98232,346.19672,4852.1274,12306.4,,,,5032.6387,168089.78,2.536289545901041
1988,88Q3,2013-09-01,9.88347,148.48433,391.40115,,,2.635976132969721,2433.0459,851.77777,3284.8237,150.18266,,116.27171,352.37668,4886.459,12383.803,,,,5089.6572,171326.84,2.534310223415361
1988,88Q4,2013-09-01,9.99245,149.61871,393.62796,,,2.630873906077656,2672.9692,528.93195,3201.9014,151.21742,,117.44768,356.9537,4921.8667,12463.732,,,,5158.8804,175011.08,2.532318073547177
1989,89Q1,2013-09-01,10.22407,150.78168,395.88983,,,2.62558309471018,2351.9949,355.69846,2707.6934,154.12175,,118.49559,358.60315,4959.1699,12547.826,,,,5202.8608,177458.88,2.530227084980492
