Date,SF_permits_Lakeland,ln_SF_permits_Lakeland
2021-10-01,741.2157611645441,6.608291758573334
2021-11-01,820.064626059004,6.709383149419853
2021-12-01,760.8831235864809,6.634479763394492
2022-01-01,841.380349910145,6.735043816842999
2022-02-01,980.240573271158,6.887798024468366
2022-03-01,940.2337558401967,6.846128520774934
2022-04-01,1102.19453958921,7.005058507335257
2022-05-01,783.278175295187,6.6634879014740935
2022-06-01,760.2527669732518,6.633650966107907
2022-07-01,641.621117214219,6.463997969374479
2022-08-01,627.40515368388,6.44159251007394
2022-09-01,521.792081268371,6.257269196789029
2022-10-01,610.103306001456,6.413628296929318
2022-11-01,443.35186896221705,6.0943637413629
2022-12-01,415.5905041385631,6.029700410404279
2023-01-01,486.9323334641561,6.188125167769931
2023-02-01,519.024017312982,6.2519501582280945
2023-03-01,741.750280199704,6.609012636925769
2023-04-01,630.4530052420861,6.4464386169285355
2023-05-01,753.7584196010589,6.6250719182623365
2023-06-01,845.891893457814,6.740391565930101
2023-07-01,769.813490803471,6.646148265772039
2023-08-01,795.8148348087918,6.679366539197305
2023-09-01,927.774201355926,6.832788385675304
2023-10-01,893.9006564060202,6.795594646410597
2023-11-01,793.9012171337209,6.6769590418369855
2023-12-01,1045.01941472738,6.951790742912817
2024-01-01,1226.50230882424,7.111921746146214
2024-02-01,807.8931119212099,6.694429762544143
2024-03-01,626.8008209166129,6.440628820175668
2024-04-01,769.9397154275149,6.6463122201302
2024-05-01,783.508432428247,6.6637818242502815
2024-06-01,556.532388828441,6.32172536997157
2024-07-01,690.043003907008,6.536753920152124
2024-08-01,683.7653505915209,6.52761480407507
2024-09-01,633.1647979912769,6.450730732638464
2024-10-01,559.483565644117,6.327014154030348
2024-11-01,587.0556503678911,6.37511962004973
2024-12-01,616.9543935412489,6.42479510470868
